iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,blockEndText.started,blockEndText.stopped,blockEndKey.keys,blockEndKey.rt,blockEndKey.started,blockEndKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,332,121,3312,1,0,1,0,0,17,17,17,,,,,,,,,,,,,781.1971537000009,782.1985122000006,782.1985122000006,787.0019107999997,787.0019107999997,None,783.19889226,None,"['num_3', 'num_3', 'num_2']","[1.4215686000006826, 2.101539100000082, 3.477599100000589]",787.0019107999997,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
0,0,1,1,1,313,132,1213,1,0,1,0,0,18,18,18,,,,,,,,,,,,,795.9927833000002,796.9934615000002,796.9934615000002,801.7969375000011,801.7969375000011,None,797.9944056600003,800.8133350000007,"['num_3', 'num_1', 'num_3']","[1.154347499999858, 1.874393299998701, 2.5945178999991185]",801.7969375000011,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
1,1,1,0,0,123,211,3223,1,0,1,0,0,19,19,19,,,,,,,,,,,,,810.8046327000011,811.8055703999999,811.7887031999999,816.5925463000003,816.5925463000003,None,812.7895202599999,None,"['num_1', 'num_2', 'num_3']","[0.9827908000006573, 1.4708608999990247, 2.014756099999431]",816.5925463000003,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
1,1,0,1,0,122,213,1113,1,0,1,0,0,20,20,20,,,,,,,,,,,,,825.5996730999996,826.6004114000007,826.6004114000007,831.4043676000001,831.4043676000001,None,827.60120926,None,"['num_1', 'num_2', 'num_2']","[1.5229036999990058, 2.2510402999996586, 2.9791737999985344]",831.4043676000001,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
1,0,0,1,0,323,132,1113,1,0,1,0,0,21,21,21,,,,,,,,,,,,,840.4121694000005,841.4125495999997,841.3957213000012,846.1994682000004,846.1994682000004,None,842.3967678600008,845.2152901000009,"['num_3', 'num_2', 'num_3']","[0.5599325000002864, 1.3597269000001688, 2.007910099999208]",846.1994682000004,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
0,1,0,0,1,231,323,3111,1,0,1,0,0,22,22,22,,,,,,,,,,,,,855.1902262000003,856.1909587999999,856.1909587999999,860.9951328000006,860.9951328000006,None,857.1914790600009,None,"['num_2', 'num_3', 'num_1']","[0.8122462999999698, 1.5642019999995682, 2.6841457999998966]",860.9951328000006,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
1,1,1,0,1,313,132,2133,1,0,1,0,0,23,23,23,,,,,,,,,,,,,869.9852330000012,870.9862098000012,870.9862098000012,875.790127100001,875.790127100001,None,871.9868602600005,None,"['num_3', 'num_1', 'num_3']","[0.7932187999995222, 1.6413543999988178, 2.4251012000004266]",875.790127100001,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
0,0,0,0,1,121,232,1331,1,0,1,0,0,24,24,24,,,,,,,,,,,,,884.7973751999998,885.7978163999996,885.7978163999996,890.6019815,890.5852663000005,None,886.7987448600003,None,"['num_2', 'num_3', 'num_2']","[1.566002400000798, 2.293926600001214, 3.005665200000294]",890.5852663000005,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
0,1,1,0,1,321,213,3121,1,0,1,0,0,25,25,25,,,,,,,,,,,,,899.6090987999996,900.609961600001,900.5934182000001,905.3965098999997,905.3965098999997,None,901.5941523600001,904.4139159999995,"['num_3', 'num_2', 'num_1']","[0.7390298999998777, 1.283066100000724, 1.7948931999999331]",905.3965098999997,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
0,0,1,0,0,221,313,3133,1,0,1,0,0,26,26,26,,,,,,,,,,,,,914.3873705999995,915.3884775999995,915.3884775999995,920.1921113000008,920.1921113000008,None,916.3894590599999,None,"['num_2', 'num_2', 'num_1']","[0.7831011999987822, 1.0957689999995637, 1.6869891999995161]",920.1921113000008,None,,,,,,,2,001,2022_May_11_1905,expDesign_,2021.2.3,59.877012615839384,
