iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,blockEndText.started,blockEndText.stopped,blockEndKey.keys,blockEndKey.rt,blockEndKey.started,blockEndKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,0,1,0,0,121,313,2212,3,0,3,0,0,16,16,16,,,,,,,,,,,,,794.6690887999994,795.6700507000005,795.6700507000005,800.4738402999992,800.4738402999992,None,796.6707729600017,None,"['num_1', 'num_2', 'num_1']","[0.9044900000008056, 1.7043878000004042, 2.4564141999981075]",800.4738402999992,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
0,0,1,1,1,311,233,2113,3,0,3,0,0,17,17,17,,,,,,,,,,,,,809.4810937999991,810.4819630000002,810.4819630000002,815.2859350999988,815.2859350999988,None,811.483008660001,None,"['num_3', 'num_1', 'num_1']","[0.9483899000006204, 1.5960259999992559, 2.2204425999989326]",815.2859350999988,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
0,0,0,1,0,313,121,3213,3,0,3,0,0,18,18,18,,,,,,,,,,,,,824.2761224000005,825.2773342000019,825.2773342000019,830.0810647999988,830.0810647999988,None,826.2782368600016,None,"['num_3', 'num_1', 'num_3']","[1.3212562999979127, 1.9771459999974468, 2.521261699999741]",830.0810647999988,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
1,1,1,1,0,131,312,2321,3,0,3,0,0,19,19,19,,,,,,,,,,,,,839.0884843000003,840.0887940000011,840.0724835000019,844.8765607000005,844.8765607000005,None,841.0731390600009,843.8922426000008,"['num_3', 'num_1', 'num_1']","[0.5734540000012203, 1.3098863000013807, 2.0695320000013453]",844.8765607000005,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
1,1,1,0,0,132,321,3121,3,0,3,0,0,20,20,20,,,,,,,,,,,,,853.8834931000001,854.884164000001,854.884164000001,859.6882745000021,859.6882745000021,None,855.884723660001,858.7041234000008,"['num_1', 'num_3', 'num_2']","[0.6977498999985983, 1.1540795000000799, 1.6421768999971391]",859.6882745000021,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
1,1,0,0,1,321,213,2331,3,0,3,0,0,21,21,21,,,,,,,,,,,,,868.678346900002,869.6794356000009,869.6794356000009,874.4829559000009,874.4829559000009,None,870.6801898600021,None,"['num_3', 'num_2', 'num_1']","[1.8874465000008058, 2.671053699999902, 3.44734569999855]",874.4829559000009,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
1,1,0,1,1,113,232,2121,3,0,3,0,0,22,22,22,,,,,,,,,,,,,883.4740666000016,884.4746331000006,884.4746331000006,889.2786213000018,889.2786213000018,None,885.4750351600011,888.2945464999993,"['num_1', 'num_1', 'num_3']","[1.8278270999981032, 2.3079995999978564, 3.043947299996944]",889.2786213000018,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
0,0,1,1,0,131,313,1231,3,0,3,0,0,23,23,23,,,,,,,,,,,,,898.2859377000004,899.2867868000012,899.2696554000013,904.0738855,904.0738855,None,900.2705208600015,None,"['num_1', 'num_3', 'num_1']","[0.9442335000021558, 1.8485439000032784, 2.6403091000029235]",904.0738855,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
0,1,0,1,0,121,213,2221,3,0,3,0,0,24,24,24,,,,,,,,,,,,,913.0983643999989,914.098418399999,914.0819294000012,918.8857718000017,918.8857718000017,None,915.0824689600009,917.9010297000004,"['num_1', 'num_2', 'num_1']","[0.6686408000023221, 1.2605265000020154, 1.852394200002891]",918.8857718000017,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
0,0,0,1,1,231,112,1232,3,0,3,0,0,25,25,25,,,,,,,,,,,,,927.9096879000008,928.9105039000005,928.8935046999995,933.6976302000021,933.6807282999998,None,929.8946403600017,932.7128073000003,"['num_1', 'num_1', 'num_2']","[0.9613487000024179, 1.3211403000022983, 2.32142450000174]",933.6807282999998,None,,,,,,,2,001,2022_May_11_1925,expDesign_,2021.2.3,59.81676927205051,
