iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,6.677486799977487,None,space,0.20704619999742135,7.627714100002777,None,,,,,,,,,,,,,,,,,,1,001,2022_May_21_1752,expDesign_,2021.2.3,60.11721654554881,
0,0,0,1,0,121,232,2333,222,0,0,0,0,0,0,0,0,0,,,,,,,17.867761999979848,None,space,7.974890700017568,17.867761999979848,None,26.892131500004325,27.892075499985367,27.87568779999856,32.6809951000032,32.6809951000032,None,28.877985819985042,None,None,32.6809951000032,None,1,001,2022_May_21_1752,expDesign_,2021.2.3,60.11721654554881,
0,1,1,1,0,211,323,2123,122,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,41.68706529997871,42.68754389998503,42.67110330000287,47.4756297999993,47.4756297999993,None,43.673847019977984,None,None,47.4756297999993,None,1,001,2022_May_21_1752,expDesign_,2021.2.3,60.11721654554881,
