block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.377700300014112,None,space,0.06367140001384541,5.3455747999832965,None,1,001,2022_Jan_09_1319,expDesign,2021.2.3,60.012014398957824,
