iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,5.039240300015081,None,space,0.08984150004107505,5.991015600040555,None,,,,,,,,,,,,,,,,,,1,001,2022_Jan_08_2046,expDesign,2021.2.3,59.93216878512228,
0,1,1,1,1,323,231,1133,0,0,0,0,0,0,0,0,,,,,,,6.107747600006405,None,space,0.6861248000059277,6.107747600006405,None,7.822448400023859,8.822653800016269,8.822653800016269,13.626753300020937,13.626753300020937,None,9.823392900027102,None,None,13.626753300020937,None,1,001,2022_Jan_08_2046,expDesign,2021.2.3,59.93216878512228,
0,0,1,1,0,123,231,3233,0,0,0,0,0,1,1,1,,,,,,,,,,,,,24.616884600021876,25.61683090002043,25.61683090002043,30.41734120005276,30.41734120005276,None,26.61818990003667,None,None,30.41734120005276,None,1,001,2022_Jan_08_2046,expDesign,2021.2.3,59.93216878512228,
0,0,0,1,0,233,312,1131,0,0,0,0,0,2,2,2,,,,,,,,,,,,,41.409753900021315,42.42371840000851,42.40927100001136,47.21050090005156,47.21050090005156,40.425141700019594,43.40647590000299,None,None,47.21050090005156,40.425141700019594,1,001,2022_Jan_08_2046,expDesign,2021.2.3,59.93216878512228,
