block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.250275200000033,None,space,0.4161403000471182,10.217576700029895,None,1,001,2022_Jan_09_1303,expDesign,2021.2.3,60.039253676381335,
