block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.690737500030082,None,space,0.21295120002469048,5.658242000034079,None,1,001,2022_Jan_09_1303,expDesign,2021.2.3,59.88816483302264,
