iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,blockEndText.started,blockEndText.stopped,blockEndKey.keys,blockEndKey.rt,blockEndKey.started,blockEndKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,9.847009300000082,None,space,3.11495049999985,10.797939099999894,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
0,0,1,1,1,121,213,1212,0,0,0,0,0,0,0,0,,,,,,,23.94136010000011,None,space,2.1955909999996948,23.94136010000011,None,27.177231799999845,28.178201400000034,28.16164320000007,32.96522760000016,32.96522760000016,None,29.162283320000007,None,"['num_2', 'num_2', 'num_1']","[0.8600225000000137, 1.14812720000009, 1.484097600000041]",32.96522760000016,None,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
0,1,0,0,0,132,321,1221,0,0,0,0,0,1,1,1,,,,,,,,,,,,,41.989281799999844,42.98966130000008,42.97357439999996,47.7773729999999,47.7773729999999,None,43.97453521999987,None,"['num_1', 'num_3', 'num_2']","[0.8396823999996741, 1.199610599999687, 1.5676893999998356]",47.7773729999999,None,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
1,1,1,1,1,131,212,3121,0,0,0,0,0,2,2,2,,,,,,,,,,,,,56.7678163999999,57.768532999999934,57.768532999999934,62.57231950000005,62.57231950000005,None,58.76961842000001,61.58851659999982,"['num_1', 'num_3', 'num_1']","[1.1407152000001588, 1.5727481999997508, 1.9566937999998117]",62.57231950000005,None,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
1,0,0,1,0,121,212,1332,0,0,0,0,0,3,3,3,,,,,,,,,,,,,71.5967685999999,72.5965414000002,72.58021229999986,77.385444,77.385444,None,73.58171872000011,76.40025139999989,"['num_1', 'num_2', 'num_1']","[1.0155916999997316, 1.3278395999996064, 1.6078057999998236]",77.385444,None,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
1,1,0,0,1,213,132,2133,0,0,0,0,0,4,4,4,,,,,,,,,,,,,86.37482659999978,87.37529369999993,87.37529369999993,92.17954499999996,92.17954499999996,None,88.37678792000006,None,"['num_2', 'num_1', 'num_3']","[0.9812510000001566, 1.3495992000002843, 1.7414214000000356]",92.17954499999996,None,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
1,0,0,1,1,123,212,3131,0,0,0,0,0,5,5,5,,,,,,,,,,,,,101.18719210000017,102.18814389999989,102.17057100000011,106.9748169999998,106.9582461,None,103.15508392000001,None,"['num_1', 'num_2', 'num_3']","[1.202521600000182, 1.4587335999999596, 1.7307937000000493]",106.9582461,None,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
0,1,1,0,1,131,212,1212,0,0,0,0,0,6,6,6,,,,,,,,,,,,,115.96504649999997,116.9659757999998,116.94946930000015,121.75320529999999,121.75320529999999,114.98228930000005,117.95033862,None,"['num_1', 'num_3', 'num_1']","[1.2559175999999752, 1.5200286999997843, 1.8159547999998722]",121.75320529999999,114.98228930000005,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
0,0,1,1,0,313,231,1213,0,0,0,0,0,7,7,7,,,,,,,,,,,,,130.76049809999995,131.7609038999999,131.7609038999999,136.5653272999998,136.5653272999998,129.7792674000002,132.76217812000013,135.58095420000018,"['num_3', 'num_1', 'num_3']","[0.7555535000001328, 1.01106209999989, 1.2918417000000773]",136.5653272999998,129.7792674000002,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
1,1,1,0,0,123,231,3213,0,0,0,0,0,8,8,8,,,,,,,,,,,,,145.58918700000004,146.58979739999995,146.5734223999998,151.37712869999996,151.37712869999996,None,147.57389661999977,None,"['num_1', 'num_2', 'num_3']","[0.8959678000001077, 1.1848895000002813, 1.4159604999999829]",151.37712869999996,None,,,,,,,1,001,2022_Apr_23_1434,expDesign_,2021.2.3,59.886479189971894,
