block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.088202600018121,None,space,0.1513901999569498,6.054912700026762,None,1,001,2022_Jan_09_1306,expDesign,2021.2.3,59.80746780270306,
