block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,6.423941500019282,None,space,0.10840380005538464,7.327607400016859,None,,,,,,,1,001,2022_Jan_11_1815,expStairCase,2021.2.3,60.328258117351844,
,,,,,,,,,,,,,,,,,,,,,,17.438376700039953,None,space,2.3635773999849334,17.438376700039953,None,,,,,,,
