block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,keyResp.keys,keyResp.rt,keyResp.started,keyResp.stopped,blockNum.started,blockNum.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.179297499998938,9.18683979997877,space,3.177457499958109,9.1034780999762,None,,,1,001,2022_Jan_07_1702,expDesign,2021.2.3,59.96832472704993,
,,,,,,,,,,,,,,12.306192399992142,None,,,,,,,
