iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,42.64729220001027,None,space,0.925729099981254,43.59766560001299,None,,,,,,,,,,,,,,,,,,,3,001,2022_May_21_1754,expStairCase,2021.2.3,60.033847085621886,
0,0,0,1,0,211,323,3112,122,1,0,0,0,0,0,0,0,0,,,,,,,54.55445460000192,None,space,3.8331738999986555,54.55445460000192,None,59.44140450001578,60.44368220001343,60.426948300009826,65.2313650000142,65.2313650000142,None,61.42815751999733,64.24676999999792,['down'],[0.4682215999928303],65.2313650000142,None,3,001,2022_May_21_1754,expStairCase,2021.2.3,60.033847085621886,
1,1,1,1,1,323,231,2213,213,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,74.22104579998995,75.2212484999909,75.20442039999762,80.00976119999541,80.00976119999541,None,76.2074278199987,None,['down'],[0.4340976000239607],80.00976119999541,None,3,001,2022_May_21_1754,expStairCase,2021.2.3,60.033847085621886,
1,1,0,1,1,121,213,3222,311,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,89.01760990000912,90.0181084999931,90.0181084999931,94.82192560000112,94.82192560000112,88.03166300000157,91.01871902002021,93.8369517000101,['down'],[0.589560500025982],94.82192560000112,88.03166300000157,3,001,2022_May_21_1754,expStairCase,2021.2.3,60.033847085621886,
0,1,0,0,0,213,321,2221,121,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,103.82894890001626,104.82990189999691,104.82990189999691,109.63405829999829,109.63405829999829,None,105.83138332001981,108.64854359999299,['down'],[0.3690262000018265],109.63405829999829,None,3,001,2022_May_21_1754,expStairCase,2021.2.3,60.033847085621886,
1,0,1,1,1,231,123,1223,211,1,0,0,0,0,0,4,4,4,,,,,,,,,,,,,118.62415529999998,119.62449740001466,119.62449740001466,124.42844340001466,124.42844340001466,None,120.62482952001737,None,['down'],[0.43886140000540763],124.42844340001466,None,3,001,2022_May_21_1754,expStairCase,2021.2.3,60.033847085621886,
