iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,7.423507100000279,None,space,1.0854192999995576,8.376195700000608,None,,,,,,,,,,,,,,,,,,,2,001,2022_May_11_1824,expDesign_,2021.2.3,60.11584322997391,
0,1,0,0,0,312,121,1311,0,0,0,0,0,0,0,0,,,,,,,19.48361450000084,None,space,1.3456081000003906,19.48361450000084,None,21.886339900000166,22.886840400000438,22.871469100000468,27.674636400000963,27.674636400000963,None,23.87119678000181,None,"['num_1', 'num_1', 'num_1']","[1.1064265000004525, 1.5305920000009792, 1.8665884000001824]",27.674636400000963,None,2,001,2022_May_11_1824,expDesign_,2021.2.3,60.11584322997391,
1,0,1,0,1,212,133,1132,0,0,0,0,0,1,1,1,,,,,,,,,,,,,36.68240760000117,37.69749000000047,37.66407440000148,42.46884030000001,42.46884030000001,None,38.66665898000156,None,"['num_2', 'num_3', 'num_2']","[0.09642490000078396, 0.6005886000002647, 1.056370500000412]",42.46884030000001,None,2,001,2022_May_11_1824,expDesign_,2021.2.3,60.11584322997391,
0,1,0,0,1,233,322,3212,0,0,0,0,0,2,2,2,,,,,,,,,,,,,51.49339500000133,52.49463480000122,52.47760120000021,57.28200310000102,57.28200310000102,None,53.478908380001485,None,"['num_2', 'num_2', 'num_2']","[1.299769399998695, 1.7313008999990416, 2.051512599999114]",57.28200310000102,None,2,001,2022_May_11_1824,expDesign_,2021.2.3,60.11584322997391,
1,1,1,1,1,313,231,3233,0,0,0,0,0,3,3,3,,,,,,,,,,,,,66.27246900000137,67.2739515000012,67.2739515000012,72.07709960000102,72.07709960000102,None,68.27418068000134,71.09164780000174,"['num_3', 'num_2', 'num_3']","[1.5362769999992452, 2.119737199998781, 2.7759029999997438]",72.07709960000102,None,2,001,2022_May_11_1824,expDesign_,2021.2.3,60.11584322997391,
0,0,0,0,0,122,211,1213,0,0,0,0,0,4,4,4,,,,,,,,,,,,,81.06792150000001,82.06854970000131,82.06854970000131,86.87249600000177,86.87249600000177,None,83.0691836800006,None,"['num_2', 'num_2', 'num_2']","[0.9329397999990761, 1.2447756999990816, 1.5329425999989326]",86.87249600000177,None,2,001,2022_May_11_1824,expDesign_,2021.2.3,60.11584322997391,
