iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,1,1,1,0,312,133,3311,0,0,0,0,0,9,9,9,,,,,,,,,,,,,259.60928969999077,260.6097004999756,260.6097004999756,265.4120272999862,265.4120272999862,258.62959149997914,261.61037897997886,None,None,,265.4120272999862,258.62959149997914,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,0,1,0,321,213,2232,0,0,0,0,0,10,10,10,,,,,,,,,,,,,276.4030228999909,277.420954399975,277.4036093999748,282.2181948000216,282.2181948000216,275.4174858999904,278.40414128002595,281.2221949999803,None,,282.2181948000216,275.4174858999904,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,0,0,1,0,223,131,1212,0,0,0,0,0,11,11,11,,,,,,,,,,,,,293.20775320002576,294.2082811000291,294.2082811000291,299.01047699997434,299.01047699997434,292.226714599994,295.2104661799793,None,None,,299.01047699997434,292.226714599994,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,0,0,0,0,313,221,3322,0,0,0,0,0,12,12,12,,,,,,,,,,,,,309.9961105000111,310.9993034999934,310.9993034999934,315.8050137999817,315.8050137999817,309.0161231000093,312.0029525799735,None,None,,315.8050137999817,309.0161231000093,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,1,1,1,0,212,121,3212,0,0,0,0,0,13,13,13,,,,,,,,,,,,,326.78963439998915,327.79019149998203,327.79019149998203,332.59517779998714,332.59517779998714,325.80705290002516,328.79080927998876,None,None,,332.59517779998714,325.80705290002516,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,1,1,0,0,323,131,2111,0,0,0,0,0,14,14,14,,,,,,,,,,,,,343.58416919998126,344.5990522999782,344.5814121000003,349.38301260001026,349.38301260001026,342.6001424000133,345.5794036799751,348.38061450002715,None,,349.38301260001026,342.6001424000133,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,0,1,1,313,132,2312,0,0,0,0,0,15,15,15,,,,,,,,,,,,,360.3714490000275,361.37356370000634,361.37356370000634,366.187995699991,366.1719579999917,359.3884502000292,362.37619757999784,None,None,,366.1719579999917,359.3884502000292,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,0,0,0,131,313,2312,0,0,0,0,0,16,16,16,,,,,,,,,,,,,377.1622471999726,378.1629370999872,378.1629370999872,382.9652023999952,382.9652023999952,376.17974270001287,379.16346658002004,None,None,,382.9652023999952,376.17974270001287,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,1,1,1,0,323,212,3321,0,0,0,0,0,17,17,17,,,,,,,,,,,,,393.9562091000262,394.97007999999914,394.95610509999096,399.7714005999733,399.75413479999406,392.9702028000029,395.9539441800269,None,None,,399.75413479999406,392.9702028000029,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,0,0,1,312,131,1211,0,0,0,0,0,18,18,18,,,,,,,,,,,,,410.7440082000103,411.7503249000292,411.7503249000292,416.5611950000166,416.54449200001545,409.7587604,412.7429750800191,None,None,,416.54449200001545,409.7587604,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,0,1,1,121,232,2112,0,0,0,0,0,19,19,19,,,,,,,,,,,,,427.53536229999736,428.53688079997664,428.53688079997664,433.3388670000131,433.3388670000131,426.55470189999323,429.5387580800278,None,None,,433.3388670000131,426.55470189999323,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,1,0,1,0,331,122,3211,0,0,0,0,0,20,20,20,,,,,,,,,,,,,444.3280953000067,445.3412580000004,445.32456660002936,450.1270834999741,450.1270834999741,443.3387422999949,446.3233528800018,None,None,,450.1270834999741,443.3387422999949,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,0,0,1,1,233,121,1213,0,0,0,0,0,21,21,21,,,,,,,,,,,,,461.11585160001414,462.120057800028,462.120057800028,466.91824129997985,466.91824129997985,460.13297460001195,463.11811697999366,465.9343043999979,None,,466.91824129997985,460.13297460001195,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,0,1,0,0,121,212,1121,0,0,0,0,0,22,22,22,,,,,,,,,,,,,477.9079783000052,478.9084964999929,478.9084964999929,483.7141772999894,483.7141772999894,476.92798189999303,479.9090439799882,482.7250944999978,None,,483.7141772999894,476.92798189999303,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,1,1,0,1,221,312,3331,0,0,0,0,0,23,23,23,,,,,,,,,,,,,494.69903780001914,495.70201469998574,495.70201469998574,500.5018498999998,500.5018498999998,493.71742260002065,496.70099737999846,None,None,,500.5018498999998,493.71742260002065,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,0,0,1,231,312,3223,0,0,0,0,0,24,24,24,,,,,,,,,,,,,511.4894501999952,512.4899125000229,512.4899125000229,517.2921700000297,517.2921700000297,510.5071534999879,513.4906002799805,None,None,,517.2921700000297,510.5071534999879,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,0,0,1,233,312,1232,0,0,0,0,0,25,25,25,,,,,,,,,,,,,528.2806263000239,529.2832214999944,529.2832214999944,534.0832765999949,534.0832765999949,527.3137260000221,530.2815295799926,None,None,,534.0832765999949,527.3137260000221,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,1,0,1,231,322,3322,0,0,0,0,0,26,26,26,,,,,,,,,,,,,545.0714002000168,546.0718651000061,546.0718651000061,550.874112999998,550.874112999998,544.0905549000017,547.0725945799902,None,None,,550.874112999998,544.0905549000017,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,0,0,1,132,311,1212,0,0,0,0,0,27,27,27,,,,,,,,,,,,,561.8640733999782,562.8616883999784,562.8616883999784,567.6653268000227,567.6653268000227,560.8818210000172,563.862257380021,None,None,,567.6653268000227,560.8818210000172,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,0,0,1,312,123,3131,0,0,0,0,0,28,28,28,,,,,,,,,,,,,578.6514489999972,579.65412750002,579.65412750002,584.4558702000068,584.4558702000068,577.6677747999784,580.6542591799923,583.4692809000262,None,,584.4558702000068,577.6677747999784,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,1,0,1,311,223,1132,0,0,0,0,0,29,29,29,,,,,,,,,,,,,595.4462375000003,596.4611182999797,596.4444144000299,601.2455259999842,601.2455259999842,594.4639502000064,597.4442281800264,None,None,,601.2455259999842,594.4639502000064,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,1,1,1,122,231,3232,0,0,0,0,0,30,30,30,,,,,,,,,,,,,612.2350280000246,613.2354966999847,613.2354966999847,618.0348178999848,618.0348178999848,611.2545516000246,614.2323477800062,None,None,,618.0348178999848,611.2545516000246,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
