iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,94.66307419998338,None,space,0.22862720000557601,95.56586360000074,None,,,,,,,,,,,,,,,,,,,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,1,1,1,1,323,231,1133,0,0,0,0,0,0,0,0,,,,,,,105.78974729997572,None,space,1.6927377000101842,105.78974729997572,None,108.5068559999927,109.50816339999437,109.50816339999437,114.31041229999391,114.29278650000924,None,110.50720808001351,113.32503720000386,"['num_3', 'num_2', 'num_3', 'num_3']","[2.111696700041648, 2.262719599995762, 2.354684800026007, 3.7946738000027835]",114.29278650000924,None,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,1,1,0,123,231,3233,0,0,0,0,0,1,1,1,,,,,,,,,,,,,125.28340600000229,126.28333449998172,126.28333449998172,131.08462769998005,131.08462769998005,124.29986740002641,127.28325218001264,None,None,,131.08462769998005,124.29986740002641,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,0,1,0,233,312,1131,0,0,0,0,0,2,2,2,,,,,,,,,,,,,142.07107629999518,143.0714803999872,143.0714803999872,147.8763202999835,147.8763202999835,141.09221009997418,144.0770652799809,146.89053229999263,None,,147.8763202999835,141.09221009997418,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,1,0,0,313,122,3111,0,0,0,0,0,3,3,3,,,,,,,,,,,,,158.86433080001734,159.86755269998685,159.86755269998685,164.66691049997462,164.66691049997462,157.8815155000193,160.8651003800158,163.68003669998143,None,,164.66691049997462,157.8815155000193,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,0,1,0,1,321,112,2113,0,0,0,0,0,4,4,4,,,,,,,,,,,,,175.6552533999784,176.6555657000281,176.6555657000281,181.45742869999958,181.45742869999958,174.6726979999803,177.6566054799885,180.47209360002307,None,,181.45742869999958,174.6726979999803,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,1,1,1,322,231,3212,0,0,0,0,0,5,5,5,,,,,,,,,,,,,192.4435948000173,193.44630619999953,193.44630619999953,198.26542409998365,198.24636940000346,191.46137739997357,194.44871368001333,197.26185050001368,None,,198.24636940000346,191.46137739997357,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,1,0,0,0,313,132,1122,0,0,0,0,0,6,6,6,,,,,,,,,,,,,209.23704310000176,210.2549639000208,210.2374323999975,215.0395972999977,215.0395972999977,208.25439650000772,211.23795098000556,214.0524450999801,None,,215.0395972999977,208.25439650000772,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
1,0,0,0,0,223,311,3313,0,0,0,0,0,7,7,7,,,,,,,,,,,,,226.03177270002197,227.04597999999532,227.02820679999422,231.84424379997654,231.82646780001232,225.04518199997256,228.02885977997795,None,None,,231.82646780001232,225.04518199997256,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
0,0,1,1,1,312,121,3233,0,0,0,0,0,8,8,8,,,,,,,,,,,,,242.8184740000288,243.81933109997772,243.81933109997772,248.6210701999953,248.6210701999953,241.83585400000447,244.81958067997476,None,None,,248.6210701999953,241.83585400000447,1,001,2022_Jan_09_1940,expDesign,2021.2.3,59.962103961898684,
