block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.135588400007691,None,space,0.10213110002223402,6.063260400027502,None,1,001,2022_Jan_09_1318,expDesign,2021.2.3,60.10048801149261,
