iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,trialKey.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,5.125217800000428,None,space,0.3014181999997163,6.077036399999997,None,,,,,,,,,,,,,,,,,,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,1.0,1.0,1.0,232.0,323.0,3113.0,0,0,0,0,0,0,0,0,,,,,,,16.415135600000212,None,space,1.107324300000073,16.415135600000212,None,18.583493699999963,19.604729900000166,19.58527150000009,24.391043400000854,24.374238000000332,None,20.571784269999988,23.388769800000773,None,24.374238000000332,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,1.0,0.0,0.0,212.0,323.0,2333.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,33.348944700000175,34.349861200000305,34.349861200000305,39.15282060000027,39.15282060000027,None,35.35011717000034,38.16677630000049,"['down', 'down', 'down', 'down', 'down', 'down', 'down']",39.15282060000027,None,"[0.33779820000017935, 0.5296633999996629, 0.689806100000169, 0.8417594000002282, 0.9937844999994923, 1.1296526999994967, 1.2817383999999947]",1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,0.0,1.0,0.0,0.0,323.0,212.0,3311.0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,48.174421800000346,49.17673660000037,49.159642200000235,53.965717300000506,53.965717300000506,None,50.162454170000636,52.979183000000376,"['down', 'down', 'down']",53.965717300000506,None,"[0.45236499999919033, 0.6285995999996885, 0.7887994999991861]",1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,0.0,1.0,1.0,321.0,213.0,2231.0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,62.972015100000135,63.97234440000011,63.97234440000011,68.7766057000008,68.7766057000008,None,64.97366987000024,None,"['down', 'down', 'down', 'down']",68.7766057000008,None,"[0.36978650000037305, 0.5618843000002016, 0.7139862000003632, 0.8579358000006323]",1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,1.0,1.0,1.0,312.0,231.0,3231.0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,77.78149300000041,78.78521080000064,78.76785030000065,83.57164590000048,83.57164590000048,None,79.76916467000083,82.58574250000038,"['down', 'down', 'down']",83.57164590000048,None,"[0.3188804999999775, 0.47103210000022955, 0.6066995999999563]",1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,1.0,0.0,0.0,212.0,323.0,1133.0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,92.56174350000038,93.56373600000006,93.56373600000006,98.36870630000067,98.36870630000067,None,94.56388537000058,None,"['down', 'down']",98.36870630000067,None,"[1.5456512999999177, 1.6823782999999821]",1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,1.0,1.0,1.0,131.0,313.0,3213.0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,107.3893736,108.39202980000027,108.39202980000027,113.19523130000016,113.19523130000016,None,109.39316887000078,112.20877100000052,"['down', 'down', 'down']",113.19523130000016,None,"[0.4553145999998378, 0.6072662999995373, 0.7273224999999002]",1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,1.0,0.0,1.0,132.0,213.0,2231.0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,122.16958380000051,123.17033549999996,123.17033549999996,127.97444470000028,127.97444470000028,None,124.17043847000005,126.98769100000027,None,127.97444470000028,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,0.0,1.0,1.0,1.0,232.0,321.0,1323.0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,136.96585830000004,137.96561500000007,137.96561500000007,142.76939670000047,142.76939670000047,None,138.96680487000086,None,None,142.76939670000047,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
