iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,trialKey.rt,participant,session,date,expName,psychopyVersion,frameRate,
0.0,0.0,1.0,1.0,1.0,231.0,312.0,1233.0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,151.76180000000022,152.7770259000008,152.76058290000037,157.56465280000066,157.54765100000077,None,153.76147917000017,None,None,157.54765100000077,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,0.0,0.0,1.0,0.0,231.0,323.0,1331.0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,166.5380563000008,167.53894760000003,167.53894760000003,172.3431967000006,172.3431967000006,165.57010050000008,168.5557263700006,None,None,172.3431967000006,165.57010050000008,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,1.0,1.0,1.0,121.0,212.0,1222.0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,181.36485150000044,182.36849070000062,182.35085080000044,187.15483590000076,187.15483590000076,180.3646903000008,183.35243507000033,None,None,187.15483590000076,180.3646903000008,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,0.0,0.0,1.0,0.0,311.0,232.0,3222.0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,196.17687650000062,197.17991710000024,197.16362780000054,201.96632170000066,201.96632170000066,None,198.16284797000063,None,None,201.96632170000066,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,1.0,1.0,0.0,131.0,313.0,2233.0,0,0,0,0,0,13,13,13,,,,,,,,,,,,,210.9752371000004,211.9750866000004,211.9750866000004,216.7791745000004,216.7791745000004,None,212.97645117000084,None,None,216.7791745000004,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,0.0,1.0,1.0,0.0,212.0,123.0,2332.0,0,0,0,0,0,14,14,14,,,,,,,,,,,,,225.7695588000006,226.76974530000007,226.76974530000007,231.57312600000023,231.57312600000023,None,227.77255927000024,None,None,231.57312600000023,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,0.0,0.0,1.0,312.0,131.0,3331.0,0,0,0,0,0,15,15,15,,,,,,,,,,,,,240.57955020000009,241.5816878000005,241.5642252000007,246.36863580000045,246.36863580000045,None,242.5661186700003,245.38233330000003,None,246.36863580000045,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,0.0,1.0,1.0,112.0,231.0,1333.0,0,0,0,0,0,16,16,16,,,,,,,,,,,,,255.35964150000018,256.3610929000006,256.3610929000006,261.16433170000073,261.16433170000073,None,257.3609367700004,None,None,261.16433170000073,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,0.0,1.0,0.0,323.0,212.0,3233.0,0,0,0,0,0,17,17,17,,,,,,,,,,,,,270.17159190000075,271.1721785,271.1721785,275.9767472000003,275.9767472000003,None,272.1732397700001,None,None,275.9767472000003,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,0.0,1.0,0.0,312.0,123.0,1121.0,0,0,0,0,0,18,18,18,,,,,,,,,,,,,284.9647739000002,285.9687814000008,285.9687814000008,290.7715433000003,290.7715433000003,None,286.9681216700004,289.78577640000003,None,290.7715433000003,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,1.0,1.0,1.0,121.0,213.0,1333.0,0,0,0,0,0,19,19,19,,,,,,,,,,,,,299.7934193000001,300.79562740000074,300.7785956000007,305.5826979000003,305.5661790000004,None,301.7631270700007,None,None,305.5661790000004,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,0.0,1.0,0.0,312.0,231.0,3233.0,0,0,0,0,0,20,20,20,,,,,,,,,,,,,314.5576908000003,315.5589092,315.5589092,320.3616522000002,320.3616522000002,None,316.55846897000026,None,None,320.3616522000002,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,0.0,1.0,1.0,132.0,321.0,3311.0,0,0,0,0,0,21,21,21,,,,,,,,,,,,,329.36943260000044,330.36997710000014,330.36997710000014,335.1733595000005,335.1733595000005,None,331.37077927000007,None,None,335.1733595000005,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,1.0,1.0,0.0,211.0,323.0,1222.0,0,0,0,0,0,22,22,22,,,,,,,,,,,,,344.1644864,345.16565830000036,345.16565830000036,349.96901010000056,349.9511416000005,None,346.1671006700002,348.98194050000075,None,349.9511416000005,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,0.0,0.0,1.0,1.0,323.0,231.0,1232.0,0,0,0,0,0,23,23,23,,,,,,,,,,,,,358.9738395000004,359.9776459000004,359.9608943000003,364.76481010000043,364.76481010000043,None,360.9614726700005,None,None,364.76481010000043,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,0.0,0.0,0.0,233.0,312.0,1332.0,0,0,0,0,0,24,24,24,,,,,,,,,,,,,373.77197440000054,374.7726369000002,374.7726369000002,379.57700190000014,379.57700190000014,None,375.7734235700003,None,None,379.57700190000014,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,0.0,0.0,1.0,1.0,131.0,213.0,1121.0,0,0,0,0,0,25,25,25,,,,,,,,,,,,,388.5673381000006,389.56809020000037,389.56809020000037,394.3732318000002,394.3732318000002,None,390.5698716700002,None,None,394.3732318000002,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,0.0,0.0,1.0,323.0,231.0,1331.0,0,0,0,0,0,26,26,26,,,,,,,,,,,,,403.36224160000074,404.3635785000006,404.3635785000006,409.16705530000036,409.16705530000036,None,405.36374937000016,408.1800396000008,None,409.16705530000036,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,0.0,1.0,1.0,0.0,323.0,212.0,3312.0,0,0,0,0,0,27,27,27,,,,,,,,,,,,,418.17411100000027,419.17454700000053,419.17454700000053,423.9785603,423.9785603,None,420.1752791700004,422.99151789999996,['up'],423.9785603,None,[0.7834361999994144],1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,0.0,0.0,0.0,322.0,231.0,3312.0,0,0,0,0,0,28,28,28,,,,,,,,,,,,,432.98347120000017,433.9861754000003,433.9693771000002,438.7744126000007,438.7744126000007,None,434.97006547000035,None,None,438.7744126000007,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
1.0,1.0,0.0,1.0,0.0,312.0,121.0,2322.0,0,0,0,0,0,29,29,29,,,,,,,,,,,,,447.7652476000003,448.7656431000005,448.7656431000005,453.5686579000003,453.5686579000003,None,449.7657263700006,452.5818252000008,None,453.5686579000003,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,1.0,1.0,0.0,313.0,121.0,2321.0,0,0,0,0,0,30,30,30,,,,,,,,,,,,,462.56042420000085,463.5609512000001,463.5609512000001,468.3643699000004,468.3643699000004,None,464.56130687000075,None,None,468.3643699000004,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
0.0,1.0,0.0,1.0,1.0,123.0,212.0,1123.0,0,0,0,0,0,31,31,31,,,,,,,,,,,,,477.37097150000045,478.3719746000006,478.3719746000006,483.17628030000014,483.17628030000014,None,479.3736699700006,482.1894843,None,483.17628030000014,None,,1,001,2022_May_11_1657,expStairCase,2021.2.3,58.8628983031094,
