iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,7.17670119999093,None,space,0.14817269999184646,8.140159000002313,None,,,,,,,,,,,,,,,,,,1,001,2022_May_21_1750,expDesign_,2021.2.3,59.9963522219469,
0,0,0,1,0,121,232,2333,222,0,0,0,0,0,0,0,0,0,,,,,,,18.296475399984047,None,space,1.89540430001216,18.296475399984047,None,21.24947670000256,22.25102440000046,22.234380899986718,27.03888839998399,27.03888839998399,None,23.23523372998752,26.053289999981644,None,27.03888839998399,None,1,001,2022_May_21_1750,expDesign_,2021.2.3,59.9963522219469,
