block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.273491100000683,None,space,0.9565580999478698,6.242048199987039,None,1,001,2022_Jan_08_2019,expDesign,2021.2.3,59.914466112526924,
