block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.51387149997754,None,space,0.3361134000006132,5.481790499994531,None,1,001,2022_Jan_09_1308,expDesign,2021.2.3,59.868265875268975,
