block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,17.008246099983808,None,space,0.3007829999551177,17.930962199985515,None,,,,,,,1,001,2022_Jan_08_2020,expDesign,2021.2.3,59.95638771256524,
,,,,,,,,,,,,,,18.247466199973132,None,space,6.073255099996459,18.247466199973132,None,,,,,,,
