block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,keyResp.keys,keyResp.rt,keyResp.started,keyResp.stopped,blockNum.started,blockNum.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.284100699995179,None,space,0.7008813999709673,6.204659799986985,None,,,1,001,2022_Jan_07_1704,expDesign,2021.2.3,59.914035343154026,
,,,,,,,,,,,,,,6.921722899947781,None,,,,,,,
