block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.401343900011852,None,space,0.10767969995504245,14.320726600009948,None,1,001,2022_Jan_08_2016,expDesign,2021.2.3,59.95243373980572,
