iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,9.48493479998433,None,space,68.8393633000087,10.437095400004182,None,,,,,,,,,,,,,,,,,,1,001,2022_May_21_1844,expDesign_,2021.2.3,59.51126965492855,
0,0,0,1,0,121,232,2333,222,0,0,0,0,0,0,0,0,0,,,,,,,89.29893429999356,None,space,3.4255876999814063,89.29893429999356,None,93.78774929998326,94.8047496000072,94.78809310001088,99.5915723000071,99.57482999999775,None,95.77183261998289,None,None,99.57482999999775,None,1,001,2022_May_21_1844,expDesign_,2021.2.3,59.51126965492855,
