block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,keyResp.keys,keyResp.rt,keyResp.started,keyResp.stopped,blockNum.started,blockNum.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.65519109996967,None,space,1.058796999976039,15.576584899972659,None,,,,001,2022_Jan_07_1833,expDesign,2021.2.3,60.036009586191085,
,,,,,,,,,,,,,,16.660320599970873,None,,,,,,,
