iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,5.798271600040607,None,space,6.850453099934384,6.719898400013335,None,,,,,,,,,,,,,,,,,,,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
0,0,1,1,1,121,213,1212,0,0,0,0,0,0,0,0,,,,,,,23.562040899996646,None,space,18.62728169991169,23.562040899996646,None,43.21933540003374,44.21985770005267,44.21985770005267,49.02205750008579,49.02205750008579,None,45.22044104008237,48.02157760004047,['left'],[0.3272012999514118],49.02205750008579,None,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
0,1,0,0,0,132,321,1221,0,0,0,0,0,1,1,1,,,,,,,,,,,,,58.00947690010071,59.00990000006277,59.00990000006277,63.81212510005571,63.81212510005571,None,60.01067774005933,62.81165440008044,['left'],[0.36413969995919615],63.81212510005571,None,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,1,1,1,1,131,212,3121,0,0,0,0,0,2,2,2,,,,,,,,,,,,,72.7994338000426,73.79988330008928,73.79988330008928,78.60203460010234,78.60203460010234,71.81792639999185,74.80038724009646,None,['right'],[0.5401698999339715],78.60203460010234,71.81792639999185,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,0,0,1,0,121,212,1332,0,0,0,0,0,3,3,3,,,,,,,,,,,,,87.58946260006633,88.58990330004599,88.58990330004599,93.39207960001659,93.39207960001659,86.60824990004767,89.59036294006509,None,['left'],[0.40809969999827445],93.39207960001659,86.60824990004767,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,1,0,0,1,213,132,2133,0,0,0,0,0,4,4,4,,,,,,,,,,,,,102.37953010003548,103.37987440009601,103.37987440009601,108.18204820004757,108.18204820004757,101.39778290002141,104.38049844008637,None,['left'],[0.35332700004801154],108.18204820004757,101.39778290002141,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,0,0,1,1,123,212,3131,0,0,0,0,0,5,5,5,,,,,,,,,,,,,117.16939200006891,118.16999940003734,118.16999940003734,122.97205530002248,122.97205530002248,116.18847650010139,119.17039924006676,None,['right'],[0.33010380004998296],122.97205530002248,116.18847650010139,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
0,1,1,0,1,131,212,1212,0,0,0,0,0,6,6,6,,,,,,,,,,,,,131.95942640001886,132.95987980009522,132.95987980009522,137.76220170001034,137.76220170001034,130.97840920009185,133.9603855399997,None,['left'],[0.33798689988907427],137.76220170001034,130.97840920009185,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
0,0,1,1,0,313,231,1213,0,0,0,0,0,7,7,7,,,,,,,,,,,,,146.74953190004453,147.74999000004027,147.74999000004027,152.55231820000336,152.55231820000336,145.76690170005895,148.75036744001554,None,['left'],[0.36976699996739626],152.55231820000336,145.76690170005895,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,1,1,0,0,123,231,3213,0,0,0,0,0,8,8,8,,,,,,,,,,,,,161.53954200004227,162.5403756001033,162.5403756001033,167.34218430006877,167.34218430006877,160.55822410003748,163.54045624003047,None,['right'],[0.31488489999901503],167.34218430006877,160.55822410003748,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,1,0,0,0,231,323,2212,0,0,0,0,0,9,9,9,,,,,,,,,,,,,176.32952100003604,177.33043810003437,177.33043810003437,182.13211070001125,182.13211070001125,175.34751660004258,178.3304870400694,None,['left'],[0.4309411001158878],182.13211070001125,175.34751660004258,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
0,1,0,1,0,313,232,3312,0,0,0,0,0,10,10,10,,,,,,,,,,,,,191.11947510007303,192.11993120005354,192.11993120005354,196.9220388000831,196.9220388000831,190.13695130008273,193.1203785400954,None,['right'],[0.39998370001558214],196.9220388000831,190.13695130008273,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,0,1,0,1,311,232,3131,0,0,0,0,0,11,11,11,,,,,,,,,,,,,205.90952190000098,206.9106202000985,206.9106202000985,211.7128436000785,211.7128436000785,204.9287817000877,207.9108195399982,None,['right'],[1.2051457000197843],211.7128436000785,204.9287817000877,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,1,1,0,1,231,313,3313,0,0,0,0,0,12,12,12,,,,,,,,,,,,,220.6995264000725,221.69989859999623,221.69989859999623,226.50208990008105,226.50208990008105,219.71798090008087,222.70036654007853,None,['right'],[0.3928598000202328],226.50208990008105,219.71798090008087,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
1,0,1,1,0,133,312,2212,0,0,0,0,0,13,13,13,,,,,,,,,,,,,235.48946690000594,236.48991610005032,236.48991610005032,241.29231839999557,241.29231839999557,234.5069039000664,237.49033614000072,None,['left'],[0.3956418000161648],241.29231839999557,234.5069039000664,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
0,0,0,1,0,212,321,1332,0,0,0,0,0,14,14,14,,,,,,,,,,,,,250.27946109999903,251.2799359000055,251.2799359000055,256.08206690009683,256.08206690009683,249.29852630000096,252.28037004006327,None,['right'],[0.4768688000040129],256.08206690009683,249.29852630000096,1,001,2022_Jan_11_1452,expStairCase,2021.2.3,59.899249434445146,
