iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,7.900757899999917,None,space,0.19814899999983027,8.867059700000027,None,,,,,,,,,,,,,,,,,,3,001,2022_May_11_1331,expStairCase,2021.2.3,59.96382981781978,
0,1,0,0,0,221,133,1123,0,0,0,0,0,0,0,0,,,,,,,19.075824199999943,None,space,1.0453516000000036,19.075824199999943,None,21.14355159999991,22.144239799999923,22.144239799999923,26.94704109999998,26.94704109999998,None,23.144511000000033,None,None,26.94704109999998,None,3,001,2022_May_11_1331,expStairCase,2021.2.3,59.96382981781978,
1,0,1,0,0,313,232,3322,0,0,0,0,0,1,1,1,,,,,,,,,,,,,35.93755759999999,36.938474799999995,36.938474799999995,41.74263999999994,41.74263999999994,None,37.93922310000001,40.741224399999965,None,41.74263999999994,None,3,001,2022_May_11_1331,expStairCase,2021.2.3,59.96382981781978,
1,1,1,1,0,133,211,2313,0,0,0,0,0,2,2,2,,,,,,,,,,,,,50.73292270000002,51.73359610000011,51.73359610000011,56.5374518000001,56.5374518000001,None,52.7343259,None,None,56.5374518000001,None,3,001,2022_May_11_1331,expStairCase,2021.2.3,59.96382981781978,
0,1,0,1,0,112,321,2121,0,0,0,0,0,3,3,3,,,,,,,,,,,,,65.56129869999995,66.56279169999993,66.56279169999993,71.36600859999999,71.36600859999999,None,67.56343479999994,70.38165350000008,None,71.36600859999999,None,3,001,2022_May_11_1331,expStairCase,2021.2.3,59.96382981781978,
1,1,0,1,0,132,213,3223,0,0,0,0,0,4,4,4,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,3,001,2022_May_11_1331,expStairCase,2021.2.3,59.96382981781978,
1,1,0,1,1,221,312,2221,0,0,0,0,0,5,5,5,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,3,001,2022_May_11_1331,expStairCase,2021.2.3,59.96382981781978,
