block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.4299860000028275,None,space,0.33656130003510043,5.357334300002549,None,1,001,2022_Jan_09_1319,expDesign,2021.2.3,59.39713098007698,
