block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.949312699987786,None,space,0.7542521999857854,14.901920499978587,None,1,001,2022_May_21_1759,expStairCase,2021.2.3,59.75079139712844,
