block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,keyResp.keys,keyResp.rt,keyResp.started,keyResp.stopped,blockNum.started,blockNum.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.496385100006592,None,space,0.4085330999805592,10.42722940002568,None,,,,001,2022_Jan_07_1836,expDesign,2021.2.3,60.274950208415895,
,,,,,,,,,,,,,,10.860767400008626,None,,,,,,,
