iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,4.919395499979146,None,space,0.696625699987635,5.872257900016848,None,,,,,,,,,,,,,,,,,,,1,001,2022_Jan_09_1346,expDesign,2021.2.3,60.00826914656665,
0,1,1,1,1,323,231,1133,0,0,0,0,0,0,0,0,,,,,,,16.576293899968732,None,space,2.3866719999932684,16.576293899968732,None,19.977390700019896,20.978106299997307,20.978106299997307,25.780142400006298,25.780142400006298,None,21.978537790005795,None,num_3,5.8456990999984555,25.780142400006298,None,1,001,2022_Jan_09_1346,expDesign,2021.2.3,60.00826914656665,
0,0,1,1,0,123,231,3233,0,0,0,0,0,1,1,1,,,,,,,,,,,,,36.76877329999115,37.76902780000819,37.76902780000819,42.571190499991644,42.571190499991644,35.78484959999332,38.76948488997878,None,None,,42.571190499991644,35.78484959999332,1,001,2022_Jan_09_1346,expDesign,2021.2.3,60.00826914656665,
