block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,8.281890000012936,None,space,2.1725664000259712,9.234838300006231,None,,,,,,,3,001,2022_May_21_1724,expDesign_,2021.2.3,59.85006362506481,
,,,,,,,,,,,,,,,,,,,,,,,,21.44275220000418,None,space,0.9247494000010192,21.44275220000418,None,,,,,,,
