block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,11.23972490000233,None,space,18.34080630000244,12.207420000002458,None,,,,,,,2,001,2022_May_11_1947,expDesign_,2021.2.3,59.874503041832256,
,,,,,,,,,,,,,,,,,,,,,,40.56285990000106,None,space,2.537502700000914,40.56285990000106,None,,,,,,,
