iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,7.8581309000146575,None,space,0.45862420002231374,8.810856099997181,None,,,,,,,,,,,,,,,,,,1,001,2022_May_21_1724,expDesign_,2021.2.3,58.873953227705314,
0,0,0,1,0,121,232,2333,222,0,0,0,0,0,0,0,0,0,,,,,,,19.301002599997446,None,space,0.8399064999830443,19.301002599997446,None,21.186741400015308,22.18706990001374,22.16992179999943,26.97528479999164,26.97528479999164,None,23.171837730004334,25.9746174000029,None,26.97528479999164,None,1,001,2022_May_21_1724,expDesign_,2021.2.3,58.873953227705314,
0,1,1,1,0,211,323,2123,122,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,35.96500019999803,36.96688500000164,36.96688500000164,41.76964089999092,41.76964089999092,None,37.96658803000755,40.76847519999137,None,41.76964089999092,None,1,001,2022_May_21_1724,expDesign_,2021.2.3,58.873953227705314,
