block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,keyResp.keys,keyResp.rt,keyResp.started,keyResp.stopped,blockNum.started,blockNum.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,4.552663900016341,None,space,0.5671260000090115,5.482285700039938,None,,,,001,2022_Jan_07_1839,expDesign,2021.2.3,59.95254156965006,
,,,,,,,,,,,,,,6.06581100000767,None,,,,,,,
