iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,blockEndText.started,blockEndText.stopped,blockEndKey.keys,blockEndKey.rt,blockEndKey.started,blockEndKey.stopped,expEndText.started,expEndText.stopped,expEndKey.keys,expEndKey.rt,expEndKey.started,expEndKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,1,1,1,0,233,312,1322,131,1,3,0,3,0,0,13,13,13,,,,,,,,,,,,,3388.789762999979,3389.7905004999775,3389.7905004999775,3394.5943503000017,3394.5777956999955,None,3390.791055766666,None,"['num_1', 'num_1', 'num_2']","[0.5761626000166871, 1.2323041000054218, 2.072040900005959]",3394.5777956999955,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,0,233,312,1112,333,1,3,0,3,0,0,14,14,14,,,,,,,,,,,,,3403.6023191999993,3404.6025817999907,3404.585865699977,3409.389680399996,3409.389680399996,None,3405.5867533666647,3408.4060360000003,"['num_1', 'num_3', 'num_2']","[0.6200400000088848, 1.100361899996642, 1.6041553000104614]",3409.389680399996,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,0,312,121,2212,223,1,3,0,3,0,0,15,15,15,,,,,,,,,,,,,3418.3801463999844,3419.3809851999977,3419.3809851999977,3424.1842136999767,3424.1842136999767,None,3420.381781766661,None,"['num_3', 'num_1', 'num_1']","[0.6497705999936443, 1.1215881000098307, 1.6415857000101823]",3424.1842136999767,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,0,0,123,231,1321,311,1,3,0,3,0,0,16,16,16,,,,,,,,,,,,,3433.192311699997,3434.1930498,3434.1763162999996,3438.9800615999848,3438.9800615999848,None,3435.1773832666554,None,"['num_2', 'num_3', 'num_3']","[0.3497137000085786, 1.1337293999968097, 1.669726099993568]",3438.9800615999848,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,1,313,221,3131,121,0,3,0,3,0,0,17,17,17,,,,,,,,,,,,,3447.9879168999905,3448.987956899975,3448.971178899985,3453.775571699982,3453.775571699982,None,3449.972242766646,None,"['num_2', 'num_3', 'num_1']","[0.9701721000019461, 1.3139477999939118, 1.7302451999858022]",3453.775571699982,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,0,213,131,2111,111,0,3,0,3,0,0,18,18,18,,,,,,,,,,,,,3462.7834003999887,3463.7836827999854,3463.7836827999854,3468.5871355999843,3468.5871355999843,None,3464.7842675666657,3467.603790399997,"['num_3', 'num_2', 'num_1']","[0.718336799996905, 1.1022918999951798, 1.5268809999979567]",3468.5871355999843,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,1,323,112,2313,222,0,3,0,3,0,0,19,19,19,,,,,,,,,,,,,3477.5944320999843,3478.5957449999987,3478.5785449999967,3483.3826186999795,3483.3826186999795,None,3479.579073766658,None,"['num_1', 'num_1', 'num_1']","[0.483276199985994, 0.9231449000071734, 1.3951599999854807]",3483.3826186999795,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,1,1,212,131,1222,333,0,3,0,3,0,0,20,20,20,,,,,,,,,,,,,3492.406096999999,3493.406931699981,3493.3903648999985,3498.1942500000005,3498.1774536999874,None,3494.391345866669,None,"['num_1', 'num_2', 'num_3']","[0.7600710000260733, 1.1921571000129916, 1.8564091000007465]",3498.1774536999874,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,0,121,232,3223,111,0,3,0,3,0,0,21,21,21,,,,,,,,,,,,,3507.1851725000015,3508.1856087999768,3508.1856087999768,3512.9897421999776,3512.9897421999776,None,3509.1866110666638,None,"['num_2', 'num_3', 'num_2']","[0.38771479998831637, 0.8758901999972295, 1.3555728000064846]",3512.9897421999776,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,0,312,131,3323,231,0,3,0,3,0,0,22,22,22,,,,,,,,,,,,,3521.980194999982,3522.982236199983,3522.982236199983,3527.7846202999935,3527.7846202999935,None,3523.9818588666426,3526.800729299983,"['num_2', 'num_3', 'num_2']","[0.4810962999763433, 0.9372682999819517, 1.3852104999823496]",3527.7846202999935,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,0,311,232,1112,311,1,3,0,3,0,0,23,23,23,,,,,,,,,,,,,3536.792515499983,3537.7929173999873,3537.776238499995,3542.5803376999975,3542.5803376999975,None,3538.776963166664,None,"['num_1', 'num_3', 'num_1']","[0.7654246999882162, 1.0691646999912336, 1.5570917000004556]",3542.5803376999975,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,0,0,132,211,3233,233,1,3,0,3,0,0,24,24,24,,,,,,,,,,,,,3551.6051917999866,3552.604978999996,3552.5884220000007,3557.392001899978,3557.392001899978,None,3553.5891403666506,None,"['num_2', 'num_3', 'num_2']","[0.36149539999314584, 0.7778571999806445, 1.2095562999893446]",3557.392001899978,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,1,231,312,3132,333,0,3,0,3,0,0,25,25,25,,,,,,,,,,,,,3566.382499899977,3567.383356199978,3567.383356199978,3572.1868062999856,3572.1868062999856,None,3568.384188966655,3571.203347499977,"['num_2', 'num_3', 'num_1']","[0.4708161999878939, 0.9109287999744993, 1.3749517999822274]",3572.1868062999856,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,0,1,113,321,3121,113,0,3,0,3,0,0,26,26,26,,,,,,,,,,,,,3581.177792799979,3582.1783753999916,3582.161818599998,3586.965450699994,3586.965450699994,None,3583.1628038666427,3585.982034399989,"['num_1', 'num_2', 'num_1']","[0.3720376999990549, 0.7642828999960329, 1.131901899992954]",3586.965450699994,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,0,312,221,1123,232,0,3,0,3,0,0,27,27,27,,,,,,,,,,,,,3595.9728590000013,3596.973411199986,3596.973411199986,3601.7776594999887,3601.7776594999887,3594.990520499996,3597.974386166669,None,"['num_2', 'num_3', 'num_1']","[0.8798972000076901, 1.1916248000052292, 1.6076912000135053]",3601.7776594999887,3594.990520499996,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,1,231,312,1312,231,0,3,0,3,0,0,28,28,28,,,,,,,,,,,,,3610.7850471999845,3611.786083299987,3611.786083299987,3616.589469300001,3616.589469300001,None,3612.7863732666633,None,"['num_2', 'num_3', 'num_1']","[0.3323124000162352, 0.7962149000086356, 1.4599397999991197]",3616.589469300001,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,0,1,121,212,2221,133,1,3,0,3,0,0,29,29,29,,,,,,,,,,,,,3625.5795679999865,3626.5807901999797,3626.5807901999797,3631.3848228999996,3631.3848228999996,None,3627.581484366649,3630.4006394000025,"['num_2', 'num_3', 'num_1']","[0.7046181999903638, 1.3611547999898903, 1.95280240001739]",3631.3848228999996,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,1,213,321,3211,312,1,3,0,3,0,0,30,30,30,,,,,,,,,,,,,3640.375968099979,3641.376228999987,3641.3590559999866,3646.1634442999784,3646.1634442999784,None,3642.3609424666543,None,"['num_3', 'num_1', 'num_2']","[0.9583092000102624, 1.4221314000023995, 1.7424317999975756]",3646.1634442999784,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,1,122,213,3211,222,1,3,0,3,0,0,31,31,31,,,,,,,,,,,,,3655.1700939,3656.1711718000006,3656.1711718000006,3660.974881399976,3660.974881399976,3654.1885536999907,3657.1726122666482,3659.991121400002,"['num_2', 'num_3', 'num_1']","[0.49888860000646673, 0.9223175999941304, 1.6108178999857046]",3660.974881399976,3654.1885536999907,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,1,312,231,1221,222,0,4,0,4,0,0,0,0,0,,,,,,,3917.7980149999785,None,space,2.0034223000111524,3917.7980149999785,None,3920.850456299988,3921.8512364999915,3921.8512364999915,3926.6552573999797,3926.6552573999797,None,3922.8522196666495,None,"['num_2', 'num_3', 'num_1']","[0.9141256999864709, 1.5218798999849241, 2.1621730999904685]",3926.6552573999797,None,3668.999929599988,None,space,238.76915179999196,3668.999929599988,None,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,1,1,321,213,2221,112,0,4,0,4,0,0,1,1,1,,,,,,,,,,,,,3935.6625175999943,3936.662716599996,3936.6460232999816,3941.4505827999965,3941.4505827999965,None,3937.647571766666,3940.4667680999846,"['num_1', 'num_3', 'num_1']","[0.34275999999954365, 1.054392399993958, 1.6227607000037096]",3941.4505827999965,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,0,0,213,132,2313,113,1,4,0,4,0,0,2,2,2,,,,,,,,,,,,,3950.441680399992,3951.442095299979,3951.442095299979,3956.2451539999747,3956.2451539999747,None,3952.4424752666423,None,"['num_2', 'num_1', 'num_2']","[1.2038047999958508, 1.7638832000084221, 2.2364326000097208]",3956.2451539999747,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,0,332,211,2131,232,1,4,0,4,0,0,3,3,3,,,,,,,,,,,,,3965.2698167999915,3966.2705562999763,3966.253805699991,3971.057873999991,3971.057873999991,None,3967.2543753666437,3970.0733905999805,"['num_1', 'num_3', 'num_1']","[0.8795931999920867, 1.4791788999864366, 1.847430699999677]",3971.057873999991,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,1,1,323,212,2131,332,0,4,0,4,0,0,4,4,4,,,,,,,,,,,,,3980.0651925999846,3981.066194599989,3981.0488525999826,3985.852853499993,3985.852853499993,None,3982.0503001666552,None,"['num_3', 'num_1', 'num_3']","[0.5246365999919362, 1.260257299989462, 1.924281699990388]",3985.852853499993,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,1,0,131,212,3211,223,1,4,0,4,0,0,5,5,5,,,,,,,,,,,,,3994.8431674999883,3995.8440497999836,3995.8440497999836,4000.6478893999883,4000.6478893999883,None,3996.84551566665,3999.6639586999954,"['num_3', 'num_2', 'num_3']","[0.4576864000118803, 1.4732686000061221, 2.0805738999915775]",4000.6478893999883,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,1,212,323,2111,233,0,4,0,4,0,0,6,6,6,,,,,,,,,,,,,4009.6720865999814,4010.6729694999813,4010.656071699981,4015.460132099979,4015.460132099979,None,4011.658309466646,4014.4757630999957,"['num_2', 'num_3', 'num_1']","[0.8769042000058107, 1.269176800007699, 1.925709100003587]",4015.460132099979,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,0,1,312,123,2223,133,1,4,0,4,0,0,7,7,7,,,,,,,,,,,,,4024.466863699985,4025.468348800001,4025.4510303999996,4030.255112099985,4030.255112099985,None,4026.4518244666438,None,"['num_1', 'num_2', 'num_3']","[0.7619486000039615, 1.2343548000208102, 1.6977828000090085]",4030.255112099985,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,1,312,123,2231,131,1,4,0,4,0,0,8,8,8,,,,,,,,,,,,,4039.246051299997,4040.2472645999806,4040.2297338999924,4045.034973199974,4045.034973199974,None,4041.2311836666527,None,"['num_3', 'num_3', 'num_2']","[0.5261207000003196, 0.9022018999967258, 1.5335026000102516]",4045.034973199974,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,0,123,212,3312,112,1,4,0,4,0,0,9,9,9,,,,,,,,,,,,,4054.042288799974,4055.0415466999984,4055.0415466999984,4059.8455249999824,4059.8455249999824,None,4056.0427527666657,None,"['num_3', 'num_2', 'num_3']","[1.4513574999873526, 1.9948643999814522, 2.3877264999900945]",4059.8455249999824,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,0,321,133,3213,322,0,4,0,4,0,0,10,10,10,,,,,,,,,,,,,4068.8536425999773,4069.8537539999816,4069.8369444999844,4074.6407822999754,4074.6407822999754,None,4070.837656266642,None,"['num_2', 'num_3', 'num_1']","[0.5121805999951903, 0.9441149999911431, 1.3762357000086922]",4074.6407822999754,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,0,323,131,2232,333,1,4,0,4,0,0,11,11,11,,,,,,,,,,,,,4083.6480319999973,4084.6490008999826,4084.6490008999826,4089.452411699982,4089.452411699982,None,4085.649602966649,None,"['num_2', 'num_3', 'num_1']","[0.9327662000141572, 1.2929517999873497, 1.7085057999938726]",4089.452411699982,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,0,232,323,1121,222,0,4,0,4,0,0,12,12,12,,,,,,,,,,,,,4098.443759599992,4099.444163599983,4099.427664099989,4104.231133499998,4104.231133499998,None,4100.428099766668,4103.247367799981,"['num_3', 'num_1', 'num_3']","[0.6979694000037853, 1.1777354000078049, 2.8260785000165924]",4104.231133499998,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,0,212,123,1132,323,0,4,0,4,0,0,13,13,13,,,,,,,,,,,,,4113.255517499987,4114.25593449999,4114.2390989999985,4119.0431257999735,4119.0431257999735,4112.2558517,4115.240118466641,None,"['num_2', 'num_1', 'num_2']","[0.5181953000137582, 0.9018189999915194, 1.3098378000140656]",4119.0431257999735,4112.2558517,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,0,312,131,3233,122,0,4,0,4,0,0,14,14,14,,,,,,,,,,,,,4128.067425099987,4129.067826999992,4129.051235799998,4133.854848499992,4133.854848499992,None,4130.05195206666,4132.871254500002,"['num_2', 'num_1', 'num_3']","[0.7221687000128441, 1.2499845999991521, 2.298437899997225]",4133.854848499992,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,1,0,231,113,3311,132,1,4,0,4,0,0,15,15,15,,,,,,,,,,,,,4142.86244289999,4143.863186999981,4143.846364099998,4148.650200399978,4148.650200399978,None,4144.846999566656,None,"['num_1', 'num_3', 'num_1']","[0.43882579999626614, 0.9186474000161979, 1.422611300018616]",4148.650200399978,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,1,232,323,1112,311,1,4,0,4,0,0,16,16,16,,,,,,,,,,,,,4157.658252299996,4158.658390500001,4158.642105199979,4163.445666499989,4163.445666499989,None,4159.642479266655,4162.4619518999825,"['num_3', 'num_1', 'num_3']","[0.3872517999843694, 0.9793241999868769, 1.4354062999773305]",4163.445666499989,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,0,223,112,3123,223,0,4,0,4,0,0,17,17,17,,,,,,,,,,,,,4172.469635199988,4173.470488499996,4173.453516299982,4178.257527599984,4178.257527599984,None,4174.454034666651,4177.273962799984,"['num_3', 'num_1', 'num_3']","[0.7681359999987762, 1.2794424000021536, 1.8156759999983478]",4178.257527599984,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,1,323,131,2112,133,1,4,0,4,0,0,18,18,18,,,,,,,,,,,,,4187.231055699987,4188.232320699986,4188.232320699986,4193.036009399977,4193.036009399977,None,4189.233048466649,4192.052376699983,"['num_3', 'num_1', 'num_2']","[0.5889983999950346, 1.3728582999901846, 1.540560599998571]",4193.036009399977,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,1,331,123,3121,113,1,4,0,4,0,0,19,19,19,,,,,,,,,,,,,4202.059924100002,4203.060773799982,4203.044117199985,4207.847668599978,4207.847668599978,None,4204.045475566647,None,"['num_1', 'num_1', 'num_2']","[0.39323710001190193, 0.7132809000031557, 1.1130677000037394]",4207.847668599978,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,1,212,121,2131,222,1,4,0,4,0,0,20,20,20,,,,,,,,,,,,,4216.872026899975,4217.8726297999965,4217.855903299991,4222.6598811,4222.6598811,None,4218.856390966659,None,"['num_1', 'num_2', 'num_3']","[1.8289400000066962, 1.940972700016573, 2.604969500011066]",4222.6598811,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,0,122,313,2221,211,1,4,0,4,0,0,21,21,21,,,,,,,,,,,,,4231.667444699997,4232.667313099984,4232.651216099999,4237.455081299995,4237.455081299995,None,4233.652100066658,4236.4713567,"['num_2', 'num_1', 'num_2']","[0.4260698000143748, 0.7698694000137039, 1.073767099995166]",4237.455081299995,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,1,312,121,1312,111,0,4,0,4,0,0,22,22,22,,,,,,,,,,,,,4246.445706500002,4247.4464690999885,4247.4464690999885,4252.2504643999855,4252.2504643999855,None,4248.446891166652,None,"['num_3', 'num_1', 'num_3']","[0.3265865000139456, 0.6862304999958724, 1.0625106999941636]",4252.2504643999855,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,1,321,132,3211,223,0,4,0,4,0,0,23,23,23,,,,,,,,,,,,,4261.258689999988,4262.258307599986,4262.241660499974,4267.0459197999735,4267.0459197999735,None,4263.242436866658,4266.060978099995,"['num_2', 'num_3', 'num_1']","[2.9389977999962866, 3.5787960999878123, 4.027119499980472]",4267.0459197999735,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,1,1,121,213,1313,231,0,4,0,4,0,0,24,24,24,,,,,,,,,,,,,4276.069148999988,4277.0703822999785,4277.053257399995,4281.857117999985,4281.857117999985,None,4278.054254466642,None,"['num_2', 'num_3', 'num_1']","[1.8557217000052333, 2.263767700002063, 2.679803400009405]",4281.857117999985,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,1,213,132,3222,333,0,4,0,4,0,0,25,25,25,,,,,,,,,,,,,4290.865054099995,4291.865265999979,4291.8486451999925,4296.652467899985,4296.652467899985,None,4292.849405066667,4295.668482399982,"['num_1', 'num_3', 'num_1']","[0.8764099999971222, 1.2441651999833994, 1.7002515999774914]",4296.652467899985,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,0,232,321,3222,233,1,4,0,4,0,0,26,26,26,,,,,,,,,,,,,4305.643410399993,4306.644166699989,4306.644166699989,4311.447819499997,4311.447819499997,None,4307.644620866664,None,"['num_3', 'num_3', 'num_1']","[0.41738420000183396, 0.7290173999790568, 1.2173423999920487]",4311.447819499997,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,0,0,213,131,3321,232,1,4,0,4,0,0,27,27,27,,,,,,,,,,,,,4320.4551208999765,4321.455889799981,4321.455889799981,4326.259940599994,4326.259940599994,None,4322.45656996666,None,"['num_2', 'num_3', 'num_3']","[1.437035199982347, 2.269195299973944, 2.940559399983613]",4326.259940599994,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,0,1,212,323,2111,321,1,4,0,4,0,0,28,28,28,,,,,,,,,,,,,4335.251093799976,4336.25102929998,4336.25102929998,4341.054585199978,4341.054585199978,None,4337.252307666644,4340.070793299994,"['num_2', 'num_1', 'num_2']","[0.362381999992067, 0.8342868000036106, 1.3540432000008877]",4341.054585199978,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,1,313,132,3332,122,0,4,0,4,0,0,29,29,29,,,,,,,,,,,,,4350.061864899995,4351.063135099976,4351.0462347999855,4355.850169099984,4355.850169099984,None,4352.046963066652,None,"['num_3', 'num_1', 'num_3']","[0.310926499980269, 0.8389820999873336, 1.3028550999879371]",4355.850169099984,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,1,0,323,132,2321,312,0,4,0,4,0,0,30,30,30,,,,,,,,,,,,,4364.840570499975,4365.841392399976,4365.841392399976,4370.645440799999,4370.645440799999,None,4366.841694666658,None,"['num_1', 'num_2', 'num_3']","[0.4351930000120774, 1.0351032000035048, 1.8432494000007864]",4370.645440799999,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,0,123,212,3211,211,0,4,0,4,0,0,31,31,31,,,,,,,,,,,,,4379.652321699978,4380.6532267,4380.636641999998,4385.440957399987,4385.440957399987,None,4381.637342066653,4384.456465299998,"['num_3', 'num_1', 'num_2']","[0.3754083000239916, 0.7195906999986619, 1.2156117999984417]",4385.440957399987,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,0,312,133,3232,312,1,5,0,5,0,0,0,0,0,,,,,,,4440.267624999979,None,space,1.63686100000632,4440.267624999979,None,4442.936708499998,4443.937457199994,4443.937457199994,4448.7414096999855,4448.7414096999855,None,4444.938475966661,4447.75728239998,"['num_2', 'num_1', 'num_3']","[0.4991030000091996, 0.9313886000018101, 1.3474791000189725]",4448.7414096999855,None,4393.464857199986,None,space,36.76786359999096,4393.464857199986,None,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,1,313,122,3211,321,0,5,0,5,0,0,1,1,1,,,,,,,,,,,,,4457.731830499979,4458.733120599994,4458.733120599994,4463.536881799984,4463.536881799984,None,4459.73299886665,None,"['num_2', 'num_2', 'num_3']","[0.42346489999908954, 0.7037813999922946, 1.52764639997622]",4463.536881799984,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,1,321,232,2323,223,0,5,0,5,0,0,2,2,2,,,,,,,,,,,,,4472.544462199992,4473.544587499986,4473.527993099997,4478.331574799988,4478.331574799988,None,4474.528692566648,4477.348151199985,"['num_2', 'num_3', 'num_2']","[0.6290401000005659, 0.9485874999954831, 1.2524380999966525]",4478.331574799988,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,1,212,121,1331,212,1,5,0,5,0,0,3,3,3,,,,,,,,,,,,,4487.35566619999,4488.356382500002,4488.3398370999785,4493.143624799995,4493.143624799995,None,4489.341180866646,None,"['num_3', 'num_2', 'num_1']","[0.32086639999761246, 1.0252412999980152, 1.4326562999922317]",4493.143624799995,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,1,113,231,3321,321,0,5,0,5,0,0,4,4,4,,,,,,,,,,,,,4502.117679799994,4503.118375799997,4503.118375799997,4507.922708099999,4507.922708099999,None,4504.1190725666565,None,"['num_1', 'num_3', 'num_1']","[0.9496763999923132, 1.7018503000144847, 2.2060513000178616]",4507.922708099999,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,0,132,211,2223,231,0,5,0,5,0,0,5,5,5,,,,,,,,,,,,,4516.929456999991,4517.930249199999,4517.930249199999,4522.734227299981,4522.734227299981,None,4518.931131366644,None,"['num_2', 'num_1', 'num_3']","[0.38609260000521317, 0.7782901999889873, 1.2100815000012517]",4522.734227299981,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,1,231,123,1323,223,0,5,0,5,0,0,6,6,6,,,,,,,,,,,,,4531.741598599998,4532.7420767,4532.7420767,4537.546722899977,4537.546722899977,None,4533.7429103666545,None,"['num_1', 'num_1', 'num_3']","[0.7896817000000738, 1.1261940999829676, 1.7737357000005431]",4537.546722899977,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,0,312,121,3331,112,0,5,0,5,0,0,7,7,7,,,,,,,,,,,,,4546.536440600001,4547.537676399981,4547.537676399981,4552.341067599977,4552.341067599977,None,4548.538587066669,4551.357604599994,"['num_1', 'num_2', 'num_2']","[2.435168900003191, 2.9872162000101525, 5.083217600011267]",4552.341067599977,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,0,213,132,2311,132,1,5,0,5,0,0,8,8,8,,,,,,,,,,,,,4561.3487609,4562.349107499991,4562.332819199975,4567.136713099986,4567.136713099986,None,4563.3333768666525,None,"['num_2', 'num_3', 'num_1']","[0.3272498000005726, 0.6156573000189383, 1.1517100000055507]",4567.136713099986,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,1,213,121,3332,222,1,5,0,5,0,0,9,9,9,,,,,,,,,,,,,4576.127967699984,4577.128460499982,4577.128460499982,4581.931739399995,4581.931739399995,None,4578.12853156665,None,"['num_1', 'num_2', 'num_1']","[0.6366227999969851, 0.956913900008658, 1.4046073000063188]",4581.931739399995,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,0,0,131,313,1212,332,1,5,0,5,0,0,10,10,10,,,,,,,,,,,,,4590.940087199997,4591.939665299986,4591.939665299986,4596.743594999978,4596.743594999978,None,4592.940977466646,None,"['num_1', 'num_2', 'num_1']","[0.48102320000180043, 0.9766398000065237, 1.409011100011412]",4596.743594999978,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,1,312,223,2131,311,0,5,0,5,0,0,11,11,11,,,,,,,,,,,,,4605.734435599996,4606.73448839999,4606.717784399982,4611.522273299983,4611.522273299983,None,4607.718969966667,None,"['num_2', 'num_1', 'num_3']","[0.4860898999904748, 0.7900610999786295, 1.270043899974553]",4611.522273299983,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,0,231,123,3323,122,1,5,0,5,0,0,12,12,12,,,,,,,,,,,,,4620.546611699974,4621.5476394,4621.529950199998,4626.334280799987,4626.334280799987,None,4622.5311078666455,None,"['num_1', 'num_3', 'num_1']","[0.5461416999751236, 0.8740957999834791, 1.1780270999879576]",4626.334280799987,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
