iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,blockEndText.started,blockEndText.stopped,blockEndKey.keys,blockEndKey.rt,blockEndKey.started,blockEndKey.stopped,expEndText.started,expEndText.stopped,expEndKey.keys,expEndKey.rt,expEndKey.started,expEndKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,1,1,1,0,233,121,2123,133,0,1,0,1,0,0,14,14,14,,,,,,,,,,,,,850.8517865999893,851.852868099988,851.852868099988,856.6558834000025,856.6558834000025,None,852.851895666656,855.6713386999909,"['num_3', 'num_2', 'num_2']","[0.8768644999945536, 3.0127253999817185, 4.3884917999967]",856.6558834000025,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,1,133,212,3112,132,0,1,0,1,0,0,15,15,15,,,,,,,,,,,,,865.6643022999924,866.6794687999936,866.6464190999977,871.4504618999781,871.4504618999781,None,867.6485230666624,870.4678127999941,"['num_3', 'num_2', 'num_3']","[1.1781459000194445, 1.8738962000061292, 3.729637400014326]",871.4504618999781,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,1,312,123,3121,231,1,1,0,1,0,0,16,16,16,,,,,,,,,,,,,880.458243000001,881.4598833999771,881.4415802999865,886.2453857999935,886.2453857999935,None,882.443702566645,None,"['num_3', 'num_2', 'num_2']","[2.286874900019029, 3.2228393999976106, 3.6949942000210285]",886.2453857999935,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,0,321,213,3123,211,0,1,0,1,0,0,17,17,17,,,,,,,,,,,,,895.2529035999905,896.2551789999998,896.2551789999998,901.0581707999809,901.0581707999809,None,897.2557150666582,None,"['num_3', 'num_3', 'num_2']","[0.9623147000093013, 1.2662066000048071, 2.466260399989551]",901.0581707999809,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,0,233,312,2312,231,1,1,0,1,0,0,18,18,18,,,,,,,,,,,,,910.0662784999877,911.0654856999754,911.0508665999805,915.8528185999894,915.8528185999894,None,912.0496674666686,914.8703206999926,"['num_3', 'num_2', 'num_3']","[2.687402800016571, 3.247667600022396, 3.8314224000205286]",915.8528185999894,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,0,313,232,2313,213,0,1,0,1,0,0,19,19,19,,,,,,,,,,,,,924.8448272999958,925.8455050999764,925.8455050999764,930.6492985999794,930.6313153999799,None,926.8464888666679,None,"['num_1', 'num_2', 'num_3']","[4.084886900003767, 4.469100799993612, 4.788841600005981]",930.6313153999799,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,1,213,122,3331,323,1,1,0,1,0,0,20,20,20,,,,,,,,,,,,,939.638607699977,940.6396684999927,940.6396684999927,945.4433587999956,945.4433587999956,938.6730585999903,941.6400047666432,None,"['num_3', 'num_2', 'num_3']","[0.7689721999922767, 1.152963100001216, 1.505043699988164]",945.4433587999956,938.6730585999903,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,1,323,212,2313,121,0,1,0,1,0,0,21,21,21,,,,,,,,,,,,,954.4520185999863,955.4512829000014,955.4512829000014,960.255006899999,960.255006899999,None,956.4538377666652,None,"['num_2', 'num_1', 'num_2']","[0.6294357000151649, 1.0292862000060268, 1.3174403000157326]",960.255006899999,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,0,1,311,123,1211,312,1,1,0,1,0,0,22,22,22,,,,,,,,,,,,,969.2471153999795,970.2631675000011,970.2480004999961,975.0511979000003,975.0350840999745,None,971.2478040666649,974.0661625999783,"['num_3', 'num_2', 'num_3']","[0.43352900000172667, 1.1453862999915145, 1.6094371000071988]",975.0350840999745,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,0,113,232,1331,323,0,1,0,1,0,0,23,23,23,,,,,,,,,,,,,984.0421028999845,985.0415574999934,985.0415574999934,989.8451572999766,989.8451572999766,None,986.0422627666596,None,"['num_2', 'num_3', 'num_1']","[0.9429739999759477, 1.3749646999931429, 1.8628238999808673]",989.8451572999766,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,0,123,231,1131,213,0,1,0,1,0,0,24,24,24,,,,,,,,,,,,,998.854185299977,999.8545394999965,999.8545394999965,1004.6587111999979,1004.6587111999979,None,1000.8540151666423,None,"['num_1', 'num_2', 'num_1']","[0.6579487000126392, 1.2019370000052731, 1.9854970000160392]",1004.6587111999979,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,0,123,231,1112,131,1,1,0,1,0,0,25,25,25,,,,,,,,,,,,,1013.6666239999759,1014.6666506999754,1014.649025199993,1019.4542119999824,1019.4542119999824,None,1015.6506901666619,None,"['num_2', 'num_2', 'num_2']","[0.20622890000231564, 0.78203649999341, 1.878255799994804]",1019.4542119999824,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,0,131,323,2113,211,0,1,0,1,0,0,26,26,26,,,,,,,,,,,,,1028.460411499982,1029.4608046999783,1029.4455593999883,1034.2478075999825,1034.2328282999806,None,1030.4446978666567,None,"['num_2', 'num_1', 'num_3']","[0.8351799999945797, 1.3869182999769691, 1.8513771999860182]",1034.2328282999806,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,1,122,213,1222,111,0,1,0,1,0,0,27,27,27,,,,,,,,,,,,,1043.2397505999834,1044.2405870999792,1044.2405870999792,1049.0619782999856,1049.0278266999812,1042.2554150999931,1045.2413735666526,None,"['num_3', 'num_2', 'num_1']","[0.6004740000062156, 1.064359300013166, 1.6003733999968972]",1049.0278266999812,1042.2554150999931,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,1,0,332,121,1322,222,1,1,0,1,0,0,28,28,28,,,,,,,,,,,,,1058.0351901999966,1059.035553900001,1059.035553900001,1063.8392038999882,1063.8392038999882,1057.0505436999956,1060.0352855666463,1062.8541859999823,"['num_3', 'num_1', 'num_2']","[1.6694949000084307, 2.3649350999912713, 2.589078499993775]",1063.8392038999882,1057.0505436999956,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,1,132,313,1222,222,1,1,0,1,0,0,29,29,29,,,,,,,,,,,,,1072.8623632999952,1073.8648220999748,1073.8461403999827,1078.6515689999796,1078.6515689999796,None,1074.8487973666672,1077.666170899989,"['num_1', 'num_3', 'num_2']","[0.7445720999967307, 1.168680700007826, 1.5848076999827754]",1078.6515689999796,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,1,1,313,131,3321,311,0,1,0,1,0,0,30,30,30,,,,,,,,,,,,,1087.6409189999977,1088.6437307999877,1088.6437307999877,1093.4454383999982,1093.4454383999982,None,1089.642534066665,None,"['num_2', 'num_3', 'num_1']","[0.7186337999883108, 1.0627961000136565, 1.5586454000149388]",1093.4454383999982,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,0,132,323,2131,222,0,1,0,1,0,0,31,31,31,,,,,,,,,,,,,1102.4543963999895,1103.4552879999974,1103.4552879999974,1108.2574818999856,1108.2574818999856,None,1104.4555669666481,1107.2752795999986,"['num_3', 'num_1', 'num_2']","[1.1147555999923497, 1.458721399976639, 1.834713999996893]",1108.2574818999856,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,1,321,233,2313,131,1,2,0,2,0,0,0,0,0,,,,,,,2675.199907699978,None,space,2.8986135000013746,2675.199907699978,None,2679.153251999989,2680.1537690999976,2680.137668099982,2684.941270399984,2684.941270399984,None,2681.1380425666616,2683.956857699988,"['num_1', 'num_2', 'num_1']","[1.2134618000127375, 1.589405100006843, 1.9097341000160668]",2684.941270399984,None,1116.2652913999918,None,space,1548.8176886000147,1116.2652913999918,None,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,0,332,213,3312,123,1,2,0,2,0,0,1,1,1,,,,,,,,,,,,,2693.930886999995,2694.932171499997,2694.932171499997,2699.7359651000006,2699.7359651000006,None,2695.933151366659,None,"['num_2', 'num_2', 'num_1']","[0.4426596999983303, 0.682692100002896, 1.0666278999997303]",2699.7359651000006,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,0,0,212,121,2132,321,0,2,0,2,0,0,2,2,2,,,,,,,,,,,,,2708.7431584000005,2709.7441498999833,2709.727639299992,2714.5313331999932,2714.5313331999932,None,2710.7284896666574,2713.5473592999915,"['num_1', 'num_3', 'num_2']","[0.5514561999880243, 1.1518321000039577, 1.663329100003466]",2714.5313331999932,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,0,1,232,323,3213,332,0,2,0,2,0,0,3,3,3,,,,,,,,,,,,,2723.5391016999783,2724.5391081999987,2724.522793299984,2729.3265500999987,2729.3265500999987,None,2725.523466566669,None,"['num_3', 'num_1', 'num_2']","[1.1082959999912418, 1.5641377000138164, 1.9163463000149932]",2729.3265500999987,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,1,0,312,123,1211,323,1,2,0,2,0,0,4,4,4,,,,,,,,,,,,,2738.3335407999984,2739.334578899987,2739.334578899987,2744.138558799983,2744.138558799983,None,2740.334849166659,None,"['num_3', 'num_2', 'num_3']","[1.28790399999707, 1.6720751999819186, 2.064032700000098]",2744.138558799983,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,1,322,213,1232,211,1,2,0,2,0,0,5,5,5,,,,,,,,,,,,,2753.146205600002,2754.1464066999906,2754.1299950999964,2758.933762999979,2758.933762999979,None,2755.130550666658,None,"['num_2', 'num_1', 'num_2']","[1.132563899998786, 1.5092747999879066, 1.9729482999828178]",2758.933762999979,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,0,213,322,1122,133,0,2,0,2,0,0,6,6,6,,,,,,,,,,,,,2767.941155299981,2768.9421083999914,2768.9421083999914,2773.745512900001,2773.745512900001,None,2769.9425087666646,None,"['num_2', 'num_1', 'num_3']","[0.993145899992669, 1.4652383000066038, 2.2570193000137806]",2773.745512900001,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,1,1,123,311,2232,223,1,2,0,2,0,0,7,7,7,,,,,,,,,,,,,2782.73583759999,2783.7368443000014,2783.7368443000014,2788.5409629999776,2788.524062599987,None,2784.7211420666467,None,"['num_2', 'num_3', 'num_2']","[0.886233999975957, 1.366485799982911, 1.8706883999984711]",2788.524062599987,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,1,123,212,3122,121,1,2,0,2,0,0,8,8,8,,,,,,,,,,,,,2797.5484419999993,2798.548731899995,2798.5324483999866,2803.3359098999936,2803.3359098999936,None,2799.53318766665,None,"['num_2', 'num_3', 'num_1']","[1.3148040000232868, 1.6348427000048105, 2.411036300007254]",2803.3359098999936,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,1,123,232,1231,222,0,2,0,2,0,0,9,9,9,,,,,,,,,,,,,2812.3438496000017,2813.344055499998,2813.3274627999926,2818.1314477999986,2818.1314477999986,None,2814.328138766669,2817.146897699975,"['num_3', 'num_1', 'num_2']","[0.5029694999975618, 1.1191382000106387, 2.022877800016431]",2818.1314477999986,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,1,213,122,1322,123,0,2,0,2,0,0,10,10,10,,,,,,,,,,,,,2827.138262099994,2828.1393266999803,2828.1393266999803,2832.9431006999803,2832.9431006999803,None,2829.140345166645,None,"['num_2', 'num_3', 'num_2']","[1.8674083999940194, 2.987712100002682, 3.7472812999913003]",2832.9431006999803,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,1,0,323,132,3233,323,0,2,0,2,0,0,11,11,11,,,,,,,,,,,,,2841.9353577999864,2842.9344656999747,2842.9344656999747,2847.738528499991,2847.738528499991,None,2843.935443866653,2846.754157999996,"['num_2', 'num_1', 'num_2']","[1.1920305000094231, 1.6398337999999058, 2.007959499984281]",2847.738528499991,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,0,213,132,3331,211,0,2,0,2,0,0,12,12,12,,,,,,,,,,,,,2856.746122499986,2857.746590499999,2857.7299485999974,2862.5337970999826,2862.5337970999826,None,2858.730184166667,None,"['num_1', 'num_2', 'num_3']","[0.39664799999445677, 0.7086432999931276, 1.1087092999950983]",2862.5337970999826,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,1,131,313,1222,313,0,2,0,2,0,0,13,13,13,,,,,,,,,,,,,2871.540563699993,2872.541770199983,2872.541770199983,2877.3452216000005,2877.3452216000005,None,2873.542598066652,None,"['num_3', 'num_1', 'num_3']","[0.6971124999981839, 1.4653079000127036, 1.9290063999942504]",2877.3452216000005,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,0,112,321,3123,211,0,2,0,2,0,0,14,14,14,,,,,,,,,,,,,2886.335631199996,2887.337153999979,2887.337153999979,2892.141032799991,2892.141032799991,None,2888.338026866641,2891.156608599995,"['num_2', 'num_1', 'num_2']","[0.7257036999799311, 1.253053299995372, 1.7732749999850057]",2892.141032799991,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,1,123,312,3123,331,1,2,0,2,0,0,15,15,15,,,,,,,,,,,,,2901.1477221999958,2902.148809599981,2902.132129799982,2906.935904999991,2906.919050700002,None,2903.1328202666523,None,"['num_1', 'num_3', 'num_2']","[0.8672791999997571, 1.507264399988344, 2.0111348000064027]",2906.919050700002,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,1,1,231,323,2123,222,1,2,0,2,0,0,16,16,16,,,,,,,,,,,,,2915.926502999995,2916.9274449999793,2916.9274449999793,2921.731246899988,2921.731246899988,None,2917.9280990666634,None,"['num_3', 'num_1', 'num_1']","[0.702874000009615, 1.5032348000095226, 2.102881900005741]",2921.731246899988,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,1,0,231,123,1123,221,0,2,0,2,0,0,17,17,17,,,,,,,,,,,,,2930.739091700001,2931.739160199999,2931.739160199999,2936.5429450999945,2936.5429450999945,None,2932.7398072666588,None,"['num_2', 'num_3', 'num_1']","[0.7313847000186797, 1.243459699995583, 2.051297300000442]",2936.5429450999945,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,0,0,1,313,232,1333,332,1,2,0,2,0,0,18,18,18,,,,,,,,,,,,,2945.5338116999774,2946.534753499989,2946.534753499989,2951.3384505999857,2951.3384505999857,None,2947.535267466654,2950.354106199986,"['num_1', 'num_3', 'num_3']","[0.8396203000156675, 1.2881294000253547, 1.6320449000049848]",2951.3384505999857,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,1,1,232,313,2221,332,0,2,0,2,0,0,19,19,19,,,,,,,,,,,,,2960.3462747999874,2961.346362099983,2961.3297213999904,2966.1333853999968,2966.1333853999968,None,2962.331024366668,None,"['num_3', 'num_2', 'num_3']","[0.7812597999873105, 1.2289979999768548, 1.6848407999787014]",2966.1333853999968,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,0,131,312,3312,213,0,2,0,2,0,0,20,20,20,,,,,,,,,,,,,2975.14133079999,2976.1420649999927,2976.1420649999927,2980.9455505999795,2980.9455505999795,None,2977.1423108666536,None,"['num_1', 'num_2', 'num_1']","[0.5047652999928687, 1.0728670999815222, 1.6727376999915577]",2980.9455505999795,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,0,212,123,2321,322,1,2,0,2,0,0,21,21,21,,,,,,,,,,,,,2989.9524864999985,2990.953550999984,2990.9368381999957,2995.740759599983,2995.740759599983,None,2991.9391054666526,None,"['num_2', 'num_3', 'num_1']","[0.7655817000195384, 1.2776732000056654, 2.2772036000096705]",2995.740759599983,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,1,121,213,3331,212,0,2,0,2,0,0,22,22,22,,,,,,,,,,,,,3004.7484177000006,3005.748544299975,3005.7321996999963,3010.53582629998,3010.53582629998,None,3006.733287366664,3009.551840899978,"['num_1', 'num_3', 'num_2']","[0.858353099989472, 1.3225250999967102, 1.6983978000062052]",3010.53582629998,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,0,123,231,2112,223,1,2,0,2,0,0,23,23,23,,,,,,,,,,,,,3019.525862999988,3020.5268844999955,3020.5268844999955,3025.3483820999973,3025.315883299976,None,3021.511925866657,3024.330706399982,"['num_1', 'num_2', 'num_1']","[0.9743941999913659, 1.3416884999896865, 1.702572699985467]",3025.315883299976,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,1,232,323,3112,332,1,2,0,2,0,0,24,24,24,,,,,,,,,,,,,3034.338759299979,3035.339088299981,3035.305933399999,3040.1095690999937,3040.1095690999937,3033.339683999977,3036.306481766664,None,"['num_1', 'num_3', 'num_2']","[0.996473800012609, 2.2209710000024643, 3.68465060001472]",3040.1095690999937,3033.339683999977,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,0,323,232,1232,223,1,2,0,2,0,0,25,25,25,,,,,,,,,,,,,3049.1173737999925,3050.1177562999947,3050.1008107999805,3054.905057999975,3054.905057999975,3048.134614599985,3051.101983966659,3053.920665599988,"['num_2', 'num_3', 'num_1']","[0.6735958000062965, 1.0650424000050407, 1.5292731999943499]",3054.905057999975,3048.134614599985,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,1,213,321,2232,322,1,2,0,2,0,0,26,26,26,,,,,,,,,,,,,3063.9117953999958,3064.912991499994,3064.912991499994,3069.7165322999936,3069.7165322999936,3062.9302550999855,3065.9130977666687,None,"['num_1', 'num_3', 'num_2']","[0.4936409000074491, 0.8937383000156842, 1.302058000001125]",3069.7165322999936,3062.9302550999855,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,0,133,312,2123,312,0,2,0,2,0,0,27,27,27,,,,,,,,,,,,,3078.7240537999896,3079.7247803999926,3079.707851299987,3084.511909599998,3084.511909599998,3077.7415045999805,3080.7086220666574,None,"['num_2', 'num_2', 'num_1']","[0.38644509998266585, 0.802429299976211, 1.2822068999812473]",3084.511909599998,3077.7415045999805,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,0,0,231,123,3121,121,1,2,0,2,0,0,28,28,28,,,,,,,,,,,,,3093.519007499999,3094.5205262999807,3094.5205262999807,3099.3238183999783,3099.3071043999807,3092.5369680000003,3095.521047266641,3098.340141499997,"['num_1', 'num_3', 'num_2']","[0.495127300004242, 0.9270420999964699, 1.399254199990537]",3099.3071043999807,3092.5369680000003,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,0,313,231,3213,131,0,2,0,2,0,0,29,29,29,,,,,,,,,,,,,3108.2977107999905,3109.298677899991,3109.298677899991,3114.1024600999954,3114.1024600999954,3107.3140838999825,3110.2994241666497,3113.118198399985,"['num_1', 'num_2', 'num_1']","[0.5878209000220522, 0.8996051000140142, 1.2836192000249866]",3114.1024600999954,3107.3140838999825,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,1,1,132,213,1131,223,0,2,0,2,0,0,30,30,30,,,,,,,,,,,,,3123.1094721999834,3124.110505299992,3124.110505299992,3128.9142267999996,3128.9142267999996,3122.1278194999904,3125.1117289666477,3127.930033599987,"['num_1', 'num_2', 'num_1']","[0.3197785000083968, 0.8880317000148352, 1.4480345000047237]",3128.9142267999996,3122.1278194999904,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,1,0,211,323,2312,123,1,2,0,2,0,0,31,31,31,,,,,,,,,,,,,3137.9213827999774,3138.9225196999905,3138.9225196999905,3143.726417899976,3143.726417899976,3136.93951929998,3139.9232115666423,None,"['num_1', 'num_1', 'num_3']","[1.5795883999962825, 2.155555099976482, 2.7557462999830022]",3143.726417899976,3136.93951929998,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,1,0,213,331,1232,231,0,3,0,3,0,0,0,0,0,,,,,,,3188.5297696999914,None,space,6.816395700006979,3188.5297696999914,None,3196.38525989998,3197.385938499996,3197.385938499996,3202.1903541999927,3202.1903541999927,None,3198.3871315666515,None,"['num_3', 'num_2', 'num_2']","[1.78766820000601, 2.147647500009043, 2.9158972000004724]",3202.1903541999927,None,3151.7508436999924,None,space,26.755117199994856,3151.7508436999924,None,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,0,1,313,231,1213,111,1,3,0,3,0,0,1,1,1,,,,,,,,,,,,,3211.1800694999984,3212.1814660999808,3212.1814660999808,3216.985668899986,3216.985668899986,None,3213.1820245666645,None,"['num_3', 'num_1', 'num_1']","[0.5527865000185557, 0.9685646000143606, 1.3202508999966085]",3216.985668899986,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,1,1,122,213,3331,331,1,3,0,3,0,0,2,2,2,,,,,,,,,,,,,3225.992799699976,3226.9931087000004,3226.976499399985,3231.7802606999758,3231.7802606999758,None,3227.977150666648,None,"['num_1', 'num_3', 'num_1']","[0.6217998999927659, 1.1017148999962956, 1.5097500999982003]",3231.7802606999758,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,0,0,232,121,2311,133,1,3,0,3,0,0,3,3,3,,,,,,,,,,,,,3240.8046510999848,3241.8052086999814,3241.788325499976,3246.592704299983,3246.592704299983,None,3242.788564766645,3245.607854699978,"['num_1', 'num_3', 'num_1']","[0.43336060000001453, 0.9214193999941926, 1.3687281000020448]",3246.592704299983,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,1,1,0,213,131,1312,212,0,3,0,3,0,0,4,4,4,,,,,,,,,,,,,3255.582936999999,3256.583661599987,3256.583661599987,3261.3872159999737,3261.3872159999737,None,3257.584459966664,None,"['num_3', 'num_2', 'num_1']","[1.1826961000042502, 1.886749500001315, 2.3187306000036187]",3261.3872159999737,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,0,1,1,1,212,323,3121,311,0,3,0,3,0,0,5,5,5,,,,,,,,,,,,,3270.361337899987,3271.362465699989,3271.362465699989,3276.1660923000018,3276.1660923000018,None,3272.3628220666474,3275.1824608999887,"['num_3', 'num_1', 'num_2']","[0.7158509000146296, 1.867603999999119, 2.4678646000102162]",3276.1660923000018,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,1,0,212,121,1323,212,0,3,0,3,0,0,6,6,6,,,,,,,,,,,,,3285.1734899999865,3286.1741532000015,3286.157453199994,3290.9613637999864,3290.9613637999864,3284.1912180999934,3287.1578699666466,None,"['num_3', 'num_1', 'num_1']","[0.592106900003273, 1.5124758000019938, 2.9046531000058167]",3290.9613637999864,3284.1912180999934,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,1,0,113,231,3112,331,0,3,0,3,0,0,7,7,7,,,,,,,,,,,,,3299.9682685000007,3300.9692690999946,3300.9692690999946,3305.7730634999753,3305.7730634999753,3298.985769299994,3301.970217666651,None,"['num_1', 'num_3', 'num_2']","[0.8529956999991555, 1.6852892999886535, 2.3487951999995857]",3305.7730634999753,3298.985769299994,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,0,0,0,313,232,3231,323,0,3,0,3,0,0,8,8,8,,,,,,,,,,,,,3314.7803954999836,3315.7810742,3315.764800499979,3320.568080600002,3320.568080600002,None,3316.764986366649,None,"['num_1', 'num_3', 'num_2']","[0.5939010999863967, 2.9057043000066187, 4.065880699985428]",3320.568080600002,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,0,0,0,1,112,331,1212,332,1,3,0,3,0,0,9,9,9,,,,,,,,,,,,,3329.5929008999956,3330.593757499999,3330.5769624999957,3335.3801857999933,3335.3801857999933,None,3331.5777037666453,3334.396155800001,"['num_1', 'num_3', 'num_1']","[0.36500059999525547, 1.2378508999827318, 1.597912199998973]",3335.3801857999933,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
0,1,1,1,1,312,231,3232,321,1,3,0,3,0,0,10,10,10,,,,,,,,,,,,,3344.3879222999967,3345.3883060999797,3345.3714840999746,3350.1752493999957,3350.1752493999957,None,3346.3725825666666,None,"['num_2', 'num_1', 'num_2']","[0.33850169999641366, 0.7867198000021745, 1.0986036999966018]",3350.1752493999957,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,1,0,1,231,323,3323,223,1,3,0,3,0,0,11,11,11,,,,,,,,,,,,,3359.182605799986,3360.183379299997,3360.183379299997,3364.9876707999792,3364.9876707999792,None,3361.1840460666613,None,"['num_1', 'num_3', 'num_1']","[0.7024940000264905, 1.0543547999986913, 1.4142477000132203]",3364.9876707999792,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
1,1,0,0,1,232,321,3332,131,1,3,0,3,0,0,12,12,12,,,,,,,,,,,,,3373.9778785999806,3374.9788668999972,3374.9788668999972,3379.782568800001,3379.782568800001,None,3375.979400866669,None,"['num_2', 'num_3', 'num_2']","[0.5866687000088859, 0.9475476000225171, 1.4273644000058994]",3379.782568800001,None,,,,,,,,,,,,,3,001,2022_May_21_1932,expDesign_,2021.2.3,None,
