block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.906522399978712,None,space,0.08106999995652586,6.8579269999754615,None,,,,,,,1,001,2022_Jan_08_2022,expDesign,2021.2.3,59.27323896256625,
,,,,,,,,,,,,,,6.979926799947862,None,space,1.6060598999611102,6.979926799947862,None,,,,,,,
