block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,keyResp.keys,keyResp.rt,keyResp.started,keyResp.stopped,blockNum.started,blockNum.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.0945960999815725,None,space,1.7310799999977462,6.027449599991087,None,,,,001,2022_Jan_07_1835,expDesign,2021.2.3,59.96904398114725,
,,,,,,,,,,,,,,7.7774154000217095,None,,,,,,,
