block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,keyResp.keys,keyResp.rt,keyResp.started,keyResp.stopped,blockNum.started,blockNum.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,6.154150399961509,None,space,0.28595260001020506,7.083377500006463,None,,,1,001,2022_Jan_07_1726,expDesign,2021.2.3,59.963290473273645,
,,,,,,,,,,,,,,7.399271700007375,None,,,,,,,
