block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,32.10412110001198,None,space,0.07198000000789762,33.055212600011146,None,,,,,,,1,001,2022_May_21_1749,expDesign_,2021.2.3,60.3276030097065,
,,,,,,,,,,,,,,,,,,,,,,,,43.162020600022515,None,space,1.4773273000027984,43.162020600022515,None,,,,,,,
