block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.430423100000553,None,space,2.84698489999937,9.38259840000137,None,2,001,2022_May_11_1851,expStairCase,2021.2.3,59.71150981141226,
