iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,5.372429899987765,None,space,4.040859700005967,6.324465199955739,None,,,,,,,,,,,,,,,,,,,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,1,1,1,1,323,231,1133,0,0,0,0,0,0,0,0,,,,,,,20.36477659997763,None,space,1.7084733999799937,20.36477659997763,None,23.101004499942064,24.101215599977877,24.101215599977877,28.903789499949198,28.903789499949198,None,25.10193130997941,None,"['num_1', 'num_2', 'num_3']","[7.570437400019728, 7.65444860002026, 7.726480500015896]",28.903789499949198,None,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,1,1,0,123,231,3233,0,0,0,0,0,1,1,1,,,,,,,,,,,,,39.89189929998247,40.89243789995089,40.89243789995089,45.694626899959985,45.694626899959985,None,41.89307100996375,None,"['num_1', 'num_2', 'num_3']","[5.974580199981574, 6.058585099992342, 6.117579899961129]",45.694626899959985,None,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,0,1,0,233,312,1131,0,0,0,0,0,2,2,2,,,,,,,,,,,,,56.68259499996202,57.68166319996817,57.68166319996817,62.487736999988556,62.487736999988556,55.70231289998628,58.68379100995371,None,None,,62.487736999988556,55.70231289998628,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,1,0,0,313,122,3111,0,0,0,0,0,3,3,3,,,,,,,,,,,,,73.47392329998547,74.47445349994814,74.47445349994814,79.27645779994782,79.27645779994782,72.49128939997172,75.47495610995684,78.29127879999578,None,,79.27645779994782,72.49128939997172,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,0,1,0,1,321,112,2113,0,0,0,0,0,4,4,4,,,,,,,,,,,,,90.26475189998746,91.26526899996679,91.26526899996679,96.06733669998357,96.06733669998357,89.28208079998149,92.26590491000097,95.08208769996418,None,,96.06733669998357,89.28208079998149,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,1,1,1,322,231,3212,0,0,0,0,0,5,5,5,,,,,,,,,,,,,107.05572819994995,108.05621219996829,108.05621219996829,112.85844509996241,112.85844509996241,106.07178679999197,109.05681970996083,111.87320139998337,None,,112.85844509996241,106.07178679999197,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,0,0,0,313,132,1122,0,0,0,0,0,6,6,6,,,,,,,,,,,,,123.84942479996243,124.84712379996199,124.84712379996199,129.64954369998304,129.64954369998304,122.86389839998446,125.8477283099899,128.66333899996243,None,,129.64954369998304,122.86389839998446,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,0,0,0,0,223,311,3313,0,0,0,0,0,7,7,7,,,,,,,,,,,,,140.63758199999575,141.63804049999453,141.63804049999453,146.44016159995226,146.44016159995226,139.65975579997757,142.64009960998084,None,None,,146.44016159995226,139.65975579997757,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,1,1,1,312,121,3233,0,0,0,0,0,8,8,8,,,,,,,,,,,,,157.42731589998584,158.42747269995743,158.42747269995743,163.23324869998032,163.23324869998032,156.44579859997611,159.42956720998046,162.2458158999798,None,,163.23324869998032,156.44579859997611,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
