iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,expStartText.started,expStartText.stopped,expStartKey.keys,expStartKey.rt,expStartKey.started,expStartKey.stopped,blockStartText.started,blockStartText.stopped,blockStartKey.keys,blockStartKey.rt,blockStartKey.started,blockStartKey.stopped,visCueText.started,visCueText.stopped,fixDot.started,fixDot.stopped,fixDotBlue.started,fixDotBlue.stopped,soundStim.started,soundStim.stopped,trialKey.keys,trialKey.rt,trialKey.started,trialKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,1,1,1,0,312,133,3311,0,0,0,0,0,9,9,9,,,,,,,,,,,,,174.23266179999337,175.23381759994663,175.23381759994663,180.04112369997893,180.04112369997893,173.2483893999597,176.23553940998391,179.05318459996488,None,,180.04112369997893,173.2483893999597,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,0,1,0,321,213,2232,0,0,0,0,0,10,10,10,,,,,,,,,,,,,191.0269152999972,192.02731999999378,192.02731999999378,196.82955919997767,196.82955919997767,190.04516049998347,193.02803720994854,195.84335189999547,None,,196.82955919997767,190.04516049998347,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,0,0,1,0,223,131,1212,0,0,0,0,0,11,11,11,,,,,,,,,,,,,207.81900499999756,208.8206617999822,208.8206617999822,213.6205832999549,213.6205832999549,206.83511849999195,209.8211468099733,212.63680299994303,None,,213.6205832999549,206.83511849999195,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,0,0,0,0,313,221,3322,0,0,0,0,0,12,12,12,,,,,,,,,,,,,224.60869859997183,225.60930009995354,225.60930009995354,230.41147009999258,230.41147009999258,223.62915189994965,226.60834920995404,229.4261095999973,None,,230.41147009999258,223.62915189994965,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,1,1,1,0,212,121,3212,0,0,0,0,0,13,13,13,,,,,,,,,,,,,241.39974529994652,242.4002182999975,242.4002182999975,247.20226659998298,247.20226659998298,240.41993229999207,243.400798009953,None,None,,247.20226659998298,240.41993229999207,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,1,1,0,0,323,131,2111,0,0,0,0,0,14,14,14,,,,,,,,,,,,,258.19060379994335,259.1909792999504,259.1909792999504,263.9979096999741,263.9979096999741,257.20793929998763,260.1917304099887,None,None,,263.9979096999741,257.20793929998763,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,0,1,1,313,132,2312,0,0,0,0,0,15,15,15,,,,,,,,,,,,,274.9814189999597,275.98179359995993,275.98179359995993,280.7853328999481,280.7853328999481,273.99867279996397,276.9837392099551,None,None,,280.7853328999481,273.99867279996397,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,0,0,0,131,313,2312,0,0,0,0,0,16,16,16,,,,,,,,,,,,,291.7713989999611,292.7728069999721,292.7728069999721,297.57503099995665,297.57503099995665,290.78974539996125,293.77369290998905,None,None,,297.57503099995665,290.78974539996125,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,1,1,1,0,323,212,3321,0,0,0,0,0,17,17,17,,,,,,,,,,,,,308.5631764999707,309.5650183999678,309.5650183999678,314.36740339995595,314.36740339995595,307.5805220999755,310.56446640997893,None,None,,314.36740339995595,307.5805220999755,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,0,0,1,312,131,1211,0,0,0,0,0,18,18,18,,,,,,,,,,,,,325.3527389999945,326.3546762999613,326.3546762999613,331.1569446999929,331.1569446999929,324.37165939999977,327.3552389099612,330.1692763999454,None,,331.1569446999929,324.37165939999977,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,0,1,1,121,232,2112,0,0,0,0,0,19,19,19,,,,,,,,,,,,,342.14520529995207,343.1467875999515,343.1467875999515,347.94777409994276,347.94777409994276,341.1626497999532,344.1483852099744,346.9624996999628,None,,347.94777409994276,341.1626497999532,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,1,0,1,0,331,122,3211,0,0,0,0,0,20,20,20,,,,,,,,,,,,,358.93621739995433,359.93660929996986,359.93660929996986,364.7386803999543,364.7386803999543,357.9529216999654,360.9372270099819,363.75333179999143,None,,364.7386803999543,357.9529216999654,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,0,0,1,1,233,121,1213,0,0,0,0,0,21,21,21,,,,,,,,,,,,,375.7285963999457,376.74797349999426,376.7287481999956,381.5296429999871,381.5296429999871,374.74684209999396,377.72795060999925,380.5449437999632,None,,381.5296429999871,374.74684209999396,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,0,1,0,0,121,212,1121,0,0,0,0,0,22,22,22,,,,,,,,,,,,,392.5178264999995,393.5167472999892,393.5167472999892,398.32037419994595,398.32037419994595,391.5351605999749,394.51901540999535,None,None,,398.32037419994595,391.5351605999749,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,1,1,0,1,221,312,3331,0,0,0,0,0,23,23,23,,,,,,,,,,,,,409.3072501999559,410.3094190999982,410.3094190999982,415.1113961999654,415.1113961999654,408.3262072999496,411.3121310099494,None,None,,415.1113961999654,408.3262072999496,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,0,0,1,231,312,3223,0,0,0,0,0,24,24,24,,,,,,,,,,,,,426.10067209997214,427.10147259995574,427.10147259995574,431.902344699949,431.902344699949,425.11942609999096,428.1030679099611,None,None,,431.902344699949,425.11942609999096,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,0,0,1,233,312,1232,0,0,0,0,0,25,25,25,,,,,,,,,,,,,442.8907483999501,443.89275749999797,443.89275749999797,448.69207899994217,448.69207899994217,441.90809949999675,444.8917258099653,None,None,,448.69207899994217,441.90809949999675,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,1,0,1,231,322,3322,0,0,0,0,0,26,26,26,,,,,,,,,,,,,459.684546399978,460.6987048999872,460.6843926999718,465.4826526999823,465.4826526999823,458.6983162999968,461.68261991000037,None,None,,465.4826526999823,458.6983162999968,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,0,0,1,132,311,1212,0,0,0,0,0,27,27,27,,,,,,,,,,,,,476.4724862999865,477.4908756999648,477.4729391000001,482.2751597999595,482.2751597999595,475.48980159999337,478.4751172099612,None,None,,482.2751597999595,475.48980159999337,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,0,0,1,312,123,3131,0,0,0,0,0,28,28,28,,,,,,,,,,,,,493.2617453999701,494.26372189994436,494.26372189994436,499.0660108999582,499.0660108999582,492.28081129997736,495.26435260999716,None,None,,499.0660108999582,492.28081129997736,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,1,0,1,311,223,1132,0,0,0,0,0,29,29,29,,,,,,,,,,,,,510.05426719994284,511.05463689996395,511.05463689996395,515.8568943999708,515.8568943999708,509.07161969994195,512.0552137099555,None,None,,515.8568943999708,509.07161969994195,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,0,1,1,1,122,231,3232,0,0,0,0,0,30,30,30,,,,,,,,,,,,,526.8473338999902,527.8623020999948,527.8493998999475,532.6644411999732,532.6516459999839,525.8625603999826,528.8462188099627,531.6601736999582,None,,532.6516459999839,525.8625603999826,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
1,1,1,1,0,213,322,1223,0,0,0,0,0,31,31,31,,,,,,,,,,,,,543.6361288999906,544.6380012999871,544.6380012999871,549.4371015999932,549.4371015999932,542.6535452999524,545.6394304099492,548.4510917999432,None,,549.4371015999932,542.6535452999524,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
0,1,1,1,1,323,231,1133,0,0,0,0,1,0,32,0,,,,,,,,,,,,,560.4268559999764,561.4257933999761,561.4257933999761,566.2324412999442,566.2324412999442,559.4445625999942,562.4278732100036,565.2469822999556,None,,566.2324412999442,559.4445625999942,1,001,2022_Jan_09_1957,expDesign,2021.2.3,59.4598901272264,
